SCHOOL_CODE,Pass Percentage,Observation,,,,,,,Mean,77.53852777
OA0181,50.00,Reward,,,,,,,,
OA0184,0.00,Normal,,,,,,,,
OA0185,60.00,Reward,,,,,,,,
OA0186,100.00,Reward,,,,,,,,
OA0187,0.00,Normal,,,,,,,,
OA0188,100.00,Reward,,,,,,,,
OA0190,100.00,Reward,,,,,,,,
OA0191,100.00,Reward,,,,,,,,
OA0192,100.00,Reward,,,,,,,,
OA0193,100.00,Reward,,,,,,,,
OA0195,100.00,Reward,,,,,,,,
OA0196,100.00,Reward,,,,,,,,
OA0197,80.00,Reward,,,,,,,,
OA0198,50.00,Reward,,,,,,,,
OA0199,100.00,Reward,,,,,,,,
OA0200,100.00,Reward,,,,,,,,
OA0201,33.33,Reward,,,,,,,,
OA0202,100.00,Reward,,,,,,,,
OA0203,80.00,Reward,,,,,,,,
OA0205,100.00,Reward,,,,,,,,
OA0208,90.91,Reward,,,,,,,,
OA0210,100.00,Reward,,,,,,,,
OA0211,0.00,Normal,,,,,,,,
OA0212,100.00,Reward,,,,,,,,
OA0213,100.00,Reward,,,,,,,,
OA0214,100.00,Reward,,,,,,,,
OA0215,100.00,Reward,,,,,,,,
OA0216,100.00,Reward,,,,,,,,
OA0217,100.00,Reward,,,,,,,,
OA0218,100.00,Reward,,,,,,,,
OA0219,66.67,Reward,,,,,,,,
OA0220,100.00,Reward,,,,,,,,
OA0222,100.00,Reward,,,,,,,,
OA0223,66.67,Reward,,,,,,,,
OA0224,100.00,Reward,,,,,,,,
OA0226,100.00,Reward,,,,,,,,
OA0227,100.00,Reward,,,,,,,,
OA0228,100.00,Reward,,,,,,,,
OA0229,100.00,Reward,,,,,,,,
OA0233,60.00,Reward,,,,,,,,
OA0235,100.00,Reward,,,,,,,,
OA0236,100.00,Reward,,,,,,,,
OA0238,100.00,Reward,,,,,,,,
OA0239,100.00,Reward,,,,,,,,
OA0241,100.00,Reward,,,,,,,,
OA0244,100.00,Reward,,,,,,,,
OA0247,100.00,Reward,,,,,,,,
OA0248,100.00,Reward,,,,,,,,
OA0249,100.00,Reward,,,,,,,,
OA0251,100.00,Reward,,,,,,,,
OA0253,0.00,Normal,,,,,,,,
OA0254,100.00,Reward,,,,,,,,
OA0256,100.00,Reward,,,,,,,,
OA0258,0.00,Normal,,,,,,,,
OA0260,75.00,Reward,,,,,,,,
OA0261,100.00,Reward,,,,,,,,
OA0262,100.00,Reward,,,,,,,,
OA0263,100.00,Reward,,,,,,,,
OA0265,100.00,Reward,,,,,,,,
OA0266,100.00,Reward,,,,,,,,
OA0267,100.00,Reward,,,,,,,,
OA0268,100.00,Reward,,,,,,,,
OA0269,66.67,Reward,,,,,,,,
OA0270,66.67,Reward,,,,,,,,
OA0271,100.00,Reward,,,,,,,,
OA0272,100.00,Reward,,,,,,,,
OA0276,100.00,Reward,,,,,,,,
OA0278,80.00,Reward,,,,,,,,
OA0280,100.00,Reward,,,,,,,,
OA0281,66.67,Reward,,,,,,,,
OA0283,100.00,Reward,,,,,,,,
OA0284,100.00,Reward,,,,,,,,
OA0285,100.00,Reward,,,,,,,,
OA0286,100.00,Reward,,,,,,,,
OA0287,100.00,Reward,,,,,,,,
OA0288,50.00,Reward,,,,,,,,
OA0289,100.00,Reward,,,,,,,,
OA0290,75.00,Reward,,,,,,,,
OA0291,100.00,Reward,,,,,,,,
OA0292,100.00,Reward,,,,,,,,
OA0293,100.00,Reward,,,,,,,,
OA0294,100.00,Reward,,,,,,,,
OA0297,100.00,Reward,,,,,,,,
OA0298,100.00,Reward,,,,,,,,
OA0299,100.00,Reward,,,,,,,,
OA0302,100.00,Reward,,,,,,,,
OA0303,50.00,Reward,,,,,,,,
OA0304,0.00,Normal,,,,,,,,
OA0306,100.00,Reward,,,,,,,,
OA0307,100.00,Reward,,,,,,,,
OA0308,100.00,Reward,,,,,,,,
OA0309,100.00,Reward,,,,,,,,
OA0310,100.00,Reward,,,,,,,,
OA0311,75.00,Reward,,,,,,,,
OA0312,100.00,Reward,,,,,,,,
OA0313,100.00,Reward,,,,,,,,
OA0314,100.00,Reward,,,,,,,,
OA0315,100.00,Reward,,,,,,,,
OA0317,90.00,Reward,,,,,,,,
OA0319,0.00,Normal,,,,,,,,
OA0320,100.00,Reward,,,,,,,,
OA0321,100.00,Reward,,,,,,,,
OA0323,100.00,Reward,,,,,,,,
OA0324,50.00,Reward,,,,,,,,
OA0326,50.00,Reward,,,,,,,,
OA0327,100.00,Reward,,,,,,,,
OA0328,100.00,Reward,,,,,,,,
OA0329,100.00,Reward,,,,,,,,
OA0331,100.00,Reward,,,,,,,,
OA0332,0.00,Normal,,,,,,,,
OA0333,100.00,Reward,,,,,,,,
OA0334,100.00,Reward,,,,,,,,
OA0335,100.00,Reward,,,,,,,,
OA0336,100.00,Reward,,,,,,,,
OA0337,0.00,Normal,,,,,,,,
OA0338,100.00,Reward,,,,,,,,
OA0339,100.00,Reward,,,,,,,,
OA0340,100.00,Reward,,,,,,,,
OA0341,100.00,Reward,,,,,,,,
OA0342,0.00,Normal,,,,,,,,
OA0900,100.00,Reward,,,,,,,,
OO0001,16.67,Reward,,,,,,,,
OO0002,30.00,Reward,,,,,,,,
OO0003,83.33,Reward,,,,,,,,
OO0004,85.71,Reward,,,,,,,,
OO0005,60.00,Reward,,,,,,,,
OO0006,85.71,Reward,,,,,,,,
OO0007,50.00,Reward,,,,,,,,
OO0008,57.14,Reward,,,,,,,,
OO0009,54.55,Reward,,,,,,,,
OO0010,12.50,Reward,,,,,,,,
OO0011,60.00,Reward,,,,,,,,
OO0012,57.14,Reward,,,,,,,,
OO0013,70.00,Reward,,,,,,,,
OO0014,81.82,Reward,,,,,,,,
OO0015,60.00,Reward,,,,,,,,
OO0016,91.67,Reward,,,,,,,,
OO0017,36.36,Reward,,,,,,,,
OO0018,78.57,Reward,,,,,,,,
OO0019,50.00,Reward,,,,,,,,
OO0020,50.00,Reward,,,,,,,,
OO0021,100.00,Reward,,,,,,,,
OO0022,100.00,Reward,,,,,,,,
OO0023,0.00,Normal,,,,,,,,
OO0024,100.00,Reward,,,,,,,,
OO0025,0.00,Normal,,,,,,,,
OO0026,92.31,Reward,,,,,,,,
OO0027,77.78,Reward,,,,,,,,
OO0028,100.00,Reward,,,,,,,,
OO0029,60.00,Reward,,,,,,,,
OO0030,40.00,Reward,,,,,,,,
OO0031,100.00,Reward,,,,,,,,
OO0032,84.62,Reward,,,,,,,,
OO0033,62.50,Reward,,,,,,,,
OO0034,76.92,Reward,,,,,,,,
OO0035,100.00,Reward,,,,,,,,
OO0036,100.00,Reward,,,,,,,,
OO0037,66.67,Reward,,,,,,,,
OO0038,75.00,Reward,,,,,,,,
OO0039,80.00,Reward,,,,,,,,
OO0040,100.00,Reward,,,,,,,,
OO0041,100.00,Reward,,,,,,,,
OO0042,44.44,Reward,,,,,,,,
OO0043,75.00,Reward,,,,,,,,
OO0044,0.00,Normal,,,,,,,,
OO0045,100.00,Reward,,,,,,,,
OO0046,66.67,Reward,,,,,,,,
OO0047,50.00,Reward,,,,,,,,
OO0048,85.71,Reward,,,,,,,,
OO0049,100.00,Reward,,,,,,,,
OO0050,25.00,Reward,,,,,,,,
OO0051,75.00,Reward,,,,,,,,
OO0052,100.00,Reward,,,,,,,,
OO0053,75.00,Reward,,,,,,,,
OO0054,75.00,Reward,,,,,,,,
OO0055,33.33,Reward,,,,,,,,
OO0056,66.67,Reward,,,,,,,,
OO0057,83.33,Reward,,,,,,,,
OO0058,50.00,Reward,,,,,,,,
OO0059,100.00,Reward,,,,,,,,
OO0061,100.00,Reward,,,,,,,,
OO0062,64.29,Reward,,,,,,,,
OO0063,100.00,Reward,,,,,,,,
OO0064,100.00,Reward,,,,,,,,
OO0065,50.00,Reward,,,,,,,,
OO0066,80.00,Reward,,,,,,,,
OO0067,50.00,Reward,,,,,,,,
OO0068,66.67,Reward,,,,,,,,
OO0069,40.00,Reward,,,,,,,,
OO0070,80.00,Reward,,,,,,,,
OO0071,57.14,Reward,,,,,,,,
OO0072,0.00,Normal,,,,,,,,
OO0073,85.71,Reward,,,,,,,,
OO0074,0.00,Normal,,,,,,,,
OO0076,100.00,Reward,,,,,,,,
OO0078,66.67,Reward,,,,,,,,
OO0079,66.67,Reward,,,,,,,,
OO0080,50.00,Reward,,,,,,,,
OO0082,66.67,Reward,,,,,,,,
OO0083,100.00,Reward,,,,,,,,
OO0084,33.33,Reward,,,,,,,,
OO0085,100.00,Reward,,,,,,,,
OO0086,100.00,Reward,,,,,,,,
OO0087,0.00,Normal,,,,,,,,
OO0089,33.33,Reward,,,,,,,,
OO0090,50.00,Reward,,,,,,,,
OO0091,83.33,Reward,,,,,,,,
OO0092,50.00,Reward,,,,,,,,
OO0093,0.00,Normal,,,,,,,,
OO0094,100.00,Reward,,,,,,,,
OO0095,75.00,Reward,,,,,,,,
OO0096,100.00,Reward,,,,,,,,
OO0097,100.00,Reward,,,,,,,,
OO0098,100.00,Reward,,,,,,,,
OO0099,0.00,Normal,,,,,,,,
OO0100,50.00,Reward,,,,,,,,
OO0101,66.67,Reward,,,,,,,,
OO0102,66.67,Reward,,,,,,,,
OO0103,60.00,Reward,,,,,,,,
OO0104,50.00,Reward,,,,,,,,
OO0105,83.33,Reward,,,,,,,,
OO0106,100.00,Reward,,,,,,,,
OO0108,25.00,Reward,,,,,,,,
OO0109,75.00,Reward,,,,,,,,
OO0110,100.00,Reward,,,,,,,,
OO0111,40.00,Reward,,,,,,,,
OO0112,100.00,Reward,,,,,,,,
OO0113,100.00,Reward,,,,,,,,
OO0115,0.00,Normal,,,,,,,,
OO0116,100.00,Reward,,,,,,,,
OO0117,25.00,Reward,,,,,,,,
OO0118,100.00,Reward,,,,,,,,
OO0119,100.00,Reward,,,,,,,,
OO0120,100.00,Reward,,,,,,,,
OO0121,100.00,Reward,,,,,,,,
OO0122,0.00,Normal,,,,,,,,
OO0123,0.00,Normal,,,,,,,,
OO0124,85.71,Reward,,,,,,,,
OO0125,100.00,Reward,,,,,,,,
OO0126,100.00,Reward,,,,,,,,
OO0129,75.00,Reward,,,,,,,,
OO0130,0.00,Normal,,,,,,,,
OO0131,50.00,Reward,,,,,,,,
OO0132,0.00,Normal,,,,,,,,
OO0134,33.33,Reward,,,,,,,,
OO0135,50.00,Reward,,,,,,,,
OO0136,50.00,Reward,,,,,,,,
OO0137,33.33,Reward,,,,,,,,
OO0138,33.33,Reward,,,,,,,,
OO0139,100.00,Reward,,,,,,,,
OO0140,75.00,Reward,,,,,,,,
OO0141,100.00,Reward,,,,,,,,
OO0142,0.00,Normal,,,,,,,,
OO0143,100.00,Reward,,,,,,,,
OO0144,100.00,Reward,,,,,,,,
OO0145,0.00,Normal,,,,,,,,
OO0147,75.00,Reward,,,,,,,,
OO0148,100.00,Reward,,,,,,,,
OO0150,50.00,Reward,,,,,,,,
OO0151,0.00,Normal,,,,,,,,
OO0152,100.00,Reward,,,,,,,,
OO0153,100.00,Reward,,,,,,,,
OO0154,100.00,Reward,,,,,,,,
OO0155,0.00,Normal,,,,,,,,
OO0156,100.00,Reward,,,,,,,,
OO0157,75.00,Reward,,,,,,,,
OO0158,100.00,Reward,,,,,,,,
OO0159,100.00,Reward,,,,,,,,
OO0160,100.00,Reward,,,,,,,,
OO0162,100.00,Reward,,,,,,,,
OO0163,75.00,Reward,,,,,,,,
OO0164,100.00,Reward,,,,,,,,
OO0165,60.00,Reward,,,,,,,,
OO0166,50.00,Reward,,,,,,,,
OO0167,66.67,Reward,,,,,,,,
OO0168,50.00,Reward,,,,,,,,
OO0169,100.00,Reward,,,,,,,,
OO0170,0.00,Normal,,,,,,,,
OO0171,100.00,Reward,,,,,,,,
OO0172,100.00,Reward,,,,,,,,
OO0173,100.00,Reward,,,,,,,,
OO0174,100.00,Reward,,,,,,,,
OO0175,66.67,Reward,,,,,,,,
OO0178,66.67,Reward,,,,,,,,
OO0179,60.00,Reward,,,,,,,,
OO0180,50.00,Reward,,,,,,,,
OO0181,100.00,Reward,,,,,,,,
OO0184,100.00,Reward,,,,,,,,
OO0185,100.00,Reward,,,,,,,,
OO0187,75.00,Reward,,,,,,,,
OO0188,0.00,Normal,,,,,,,,
OO0189,100.00,Reward,,,,,,,,
OO0190,100.00,Reward,,,,,,,,
OO0191,100.00,Reward,,,,,,,,
OO0194,0.00,Normal,,,,,,,,
OO0195,50.00,Reward,,,,,,,,
OO0196,0.00,Normal,,,,,,,,
OO0197,66.67,Reward,,,,,,,,
OO0198,50.00,Reward,,,,,,,,
OO0199,66.67,Reward,,,,,,,,
OO0201,100.00,Reward,,,,,,,,
OO0203,100.00,Reward,,,,,,,,
OO0204,80.00,Reward,,,,,,,,
OO0205,100.00,Reward,,,,,,,,
OO0206,100.00,Reward,,,,,,,,
OO0207,66.67,Reward,,,,,,,,
OO0208,100.00,Reward,,,,,,,,
OO0210,57.14,Reward,,,,,,,,
OO0211,100.00,Reward,,,,,,,,
OO0213,66.67,Reward,,,,,,,,
OO0214,85.71,Reward,,,,,,,,
OO0215,50.00,Reward,,,,,,,,
OO0216,100.00,Reward,,,,,,,,
OO0218,100.00,Reward,,,,,,,,
OO0219,66.67,Reward,,,,,,,,
OO0221,100.00,Reward,,,,,,,,
OO0223,100.00,Reward,,,,,,,,
OO0224,50.00,Reward,,,,,,,,
OO0225,0.00,Normal,,,,,,,,
OO0226,100.00,Reward,,,,,,,,
OO0227,100.00,Reward,,,,,,,,
OO0228,100.00,Reward,,,,,,,,
OO0231,100.00,Reward,,,,,,,,
OO0232,100.00,Reward,,,,,,,,
OO0233,50.00,Reward,,,,,,,,
OO0234,50.00,Reward,,,,,,,,
OO0235,100.00,Reward,,,,,,,,
OO0236,100.00,Reward,,,,,,,,
OO0237,0.00,Normal,,,,,,,,
OO0239,20.00,Reward,,,,,,,,
OO0240,100.00,Reward,,,,,,,,
OO0241,100.00,Reward,,,,,,,,
OO0242,0.00,Normal,,,,,,,,
OO0243,33.33,Reward,,,,,,,,
OO0244,0.00,Normal,,,,,,,,
OO0245,0.00,Normal,,,,,,,,
OO0246,66.67,Reward,,,,,,,,
OO0249,66.67,Reward,,,,,,,,
OO0252,100.00,Reward,,,,,,,,
OO0255,80.00,Reward,,,,,,,,
OO0256,0.00,Normal,,,,,,,,
OO0257,100.00,Reward,,,,,,,,
OO0259,100.00,Reward,,,,,,,,
OO0260,80.00,Reward,,,,,,,,
OO0261,100.00,Reward,,,,,,,,
OO0262,100.00,Reward,,,,,,,,
OO0263,100.00,Reward,,,,,,,,
OO0264,80.00,Reward,,,,,,,,
OO0265,75.00,Reward,,,,,,,,
OO0266,100.00,Reward,,,,,,,,
OO0267,71.43,Reward,,,,,,,,
OO0268,66.67,Reward,,,,,,,,
OO0269,100.00,Reward,,,,,,,,
OO0270,100.00,Reward,,,,,,,,
OO0271,100.00,Reward,,,,,,,,
OO0272,66.67,Reward,,,,,,,,
OO0273,100.00,Reward,,,,,,,,
OO0274,50.00,Reward,,,,,,,,
OO0275,83.33,Reward,,,,,,,,
OO0276,0.00,Normal,,,,,,,,
OO0277,25.00,Reward,,,,,,,,
OO0278,33.33,Reward,,,,,,,,
OO0279,50.00,Reward,,,,,,,,
OO0280,100.00,Reward,,,,,,,,
OO0282,100.00,Reward,,,,,,,,
OO0283,100.00,Reward,,,,,,,,
OO0284,37.50,Reward,,,,,,,,
OO0286,100.00,Reward,,,,,,,,
OO0287,100.00,Reward,,,,,,,,
OO0288,50.00,Reward,,,,,,,,
OO0289,100.00,Reward,,,,,,,,
OO0290,100.00,Reward,,,,,,,,
OO0291,100.00,Reward,,,,,,,,
OO0292,100.00,Reward,,,,,,,,
OO0293,100.00,Reward,,,,,,,,
OO0294,50.00,Reward,,,,,,,,
OO0295,0.00,Normal,,,,,,,,
OO0296,40.00,Reward,,,,,,,,
OO0297,100.00,Reward,,,,,,,,
OO0298,100.00,Reward,,,,,,,,
OO0299,60.00,Reward,,,,,,,,
OO0300,100.00,Reward,,,,,,,,
OO0301,100.00,Reward,,,,,,,,
OO0302,100.00,Reward,,,,,,,,
OO0305,100.00,Reward,,,,,,,,
OO0306,0.00,Normal,,,,,,,,
OO0308,75.00,Reward,,,,,,,,
OO0309,33.33,Reward,,,,,,,,
OO0311,50.00,Reward,,,,,,,,
OO0312,100.00,Reward,,,,,,,,
OO0313,33.33,Reward,,,,,,,,
OO0314,66.67,Reward,,,,,,,,
OO0316,100.00,Reward,,,,,,,,
OO0318,100.00,Reward,,,,,,,,
OO0320,25.00,Reward,,,,,,,,
OO0321,100.00,Reward,,,,,,,,
OO0322,100.00,Reward,,,,,,,,
OO0323,66.67,Reward,,,,,,,,
OO0325,100.00,Reward,,,,,,,,
OO0326,100.00,Reward,,,,,,,,
OO0327,100.00,Reward,,,,,,,,
OO0328,100.00,Reward,,,,,,,,
OO0329,100.00,Reward,,,,,,,,
OO0330,0.00,Normal,,,,,,,,
OO0331,75.00,Reward,,,,,,,,
OO0332,100.00,Reward,,,,,,,,
OO0333,100.00,Reward,,,,,,,,
OO0334,100.00,Reward,,,,,,,,
OO0336,100.00,Reward,,,,,,,,
OO0337,100.00,Reward,,,,,,,,
OO0340,100.00,Reward,,,,,,,,
OO0341,100.00,Reward,,,,,,,,
OO0342,100.00,Reward,,,,,,,,
OO0343,50.00,Reward,,,,,,,,
OO0344,0.00,Normal,,,,,,,,
OO0345,100.00,Reward,,,,,,,,
OO0346,0.00,Normal,,,,,,,,
OO0347,80.00,Reward,,,,,,,,
OO0348,50.00,Reward,,,,,,,,
OO0351,0.00,Normal,,,,,,,,
OO0352,100.00,Reward,,,,,,,,
OO0353,100.00,Reward,,,,,,,,
OO0354,0.00,Normal,,,,,,,,
OO0355,100.00,Reward,,,,,,,,
OO0356,25.00,Reward,,,,,,,,
OO0357,100.00,Reward,,,,,,,,
OO0358,100.00,Reward,,,,,,,,
OO0359,100.00,Reward,,,,,,,,
OO0360,100.00,Reward,,,,,,,,
OO0363,100.00,Reward,,,,,,,,
OO0364,66.67,Reward,,,,,,,,
OO0365,100.00,Reward,,,,,,,,
OO0366,100.00,Reward,,,,,,,,
OO0367,100.00,Reward,,,,,,,,
OO0368,100.00,Reward,,,,,,,,
OO0370,100.00,Reward,,,,,,,,
OO0372,0.00,Normal,,,,,,,,
OO0375,100.00,Reward,,,,,,,,
OO0378,100.00,Reward,,,,,,,,
OO0379,0.00,Normal,,,,,,,,
OO0380,100.00,Reward,,,,,,,,
OO0381,100.00,Reward,,,,,,,,
OO0383,100.00,Reward,,,,,,,,
OO0384,0.00,Normal,,,,,,,,
OO0385,50.00,Reward,,,,,,,,
OO0388,100.00,Reward,,,,,,,,
OO0389,66.67,Reward,,,,,,,,
OO0390,0.00,Normal,,,,,,,,
OO0391,0.00,Normal,,,,,,,,
OO0392,100.00,Reward,,,,,,,,
OO0393,0.00,Normal,,,,,,,,
OO0394,100.00,Reward,,,,,,,,
OO0395,33.33,Reward,,,,,,,,
OO0396,100.00,Reward,,,,,,,,
OO0398,100.00,Reward,,,,,,,,
OO0401,100.00,Reward,,,,,,,,
OO0402,100.00,Reward,,,,,,,,
OO0403,0.00,Normal,,,,,,,,
OO0404,100.00,Reward,,,,,,,,
OO0405,100.00,Reward,,,,,,,,
OO0407,100.00,Reward,,,,,,,,
OO0408,100.00,Reward,,,,,,,,
OO0409,0.00,Normal,,,,,,,,
OO0411,100.00,Reward,,,,,,,,
OO0413,100.00,Reward,,,,,,,,
PA0001,75.00,Reward,,,,,,,,
PA0002,87.50,Reward,,,,,,,,
PA0003,100.00,Reward,,,,,,,,
PA0004,83.33,Reward,,,,,,,,
PA0005,100.00,Reward,,,,,,,,
PA0006,80.00,Reward,,,,,,,,
PA0007,85.71,Reward,,,,,,,,
PA0008,100.00,Reward,,,,,,,,
PA0009,100.00,Reward,,,,,,,,
PA0010,100.00,Reward,,,,,,,,
PA0011,100.00,Reward,,,,,,,,
PA0012,50.00,Reward,,,,,,,,
PA0013,100.00,Reward,,,,,,,,
PA0014,100.00,Reward,,,,,,,,
PA0015,100.00,Reward,,,,,,,,
PA0016,50.00,Reward,,,,,,,,
PA0017,100.00,Reward,,,,,,,,
PA0018,100.00,Reward,,,,,,,,
PA0019,87.50,Reward,,,,,,,,
PA0020,100.00,Reward,,,,,,,,
PA0021,100.00,Reward,,,,,,,,
PA0022,100.00,Reward,,,,,,,,
PA0023,100.00,Reward,,,,,,,,
PA0024,83.33,Reward,,,,,,,,
PA0025,100.00,Reward,,,,,,,,
PA0026,75.00,Reward,,,,,,,,
PA0027,100.00,Reward,,,,,,,,
PA0028,100.00,Reward,,,,,,,,
PA0029,50.00,Reward,,,,,,,,
PA0031,100.00,Reward,,,,,,,,
PA0033,100.00,Reward,,,,,,,,
PA0034,100.00,Reward,,,,,,,,
PA0035,100.00,Reward,,,,,,,,
PA0036,0.00,Normal,,,,,,,,
PA0037,100.00,Reward,,,,,,,,
PA0038,100.00,Reward,,,,,,,,
PA0039,100.00,Reward,,,,,,,,
PA0040,100.00,Reward,,,,,,,,
PA0041,100.00,Reward,,,,,,,,
PA0042,100.00,Reward,,,,,,,,
PA0043,100.00,Reward,,,,,,,,
PA0045,50.00,Reward,,,,,,,,
PA0046,100.00,Reward,,,,,,,,
PA0047,100.00,Reward,,,,,,,,
PA0048,100.00,Reward,,,,,,,,
PA0049,100.00,Reward,,,,,,,,
PA0051,0.00,Normal,,,,,,,,
PA0052,100.00,Reward,,,,,,,,
PA0053,80.00,Reward,,,,,,,,
PA0054,33.33,Reward,,,,,,,,
PA0055,50.00,Reward,,,,,,,,
PA0056,66.67,Reward,,,,,,,,
PA0057,100.00,Reward,,,,,,,,
PA0058,100.00,Reward,,,,,,,,
PA0059,100.00,Reward,,,,,,,,
PA0060,100.00,Reward,,,,,,,,
PA0061,0.00,Normal,,,,,,,,
PA0062,100.00,Reward,,,,,,,,
PA0063,100.00,Reward,,,,,,,,
PA0064,100.00,Reward,,,,,,,,
PA0065,100.00,Reward,,,,,,,,
PA0066,100.00,Reward,,,,,,,,
PA0067,100.00,Reward,,,,,,,,
PA0068,100.00,Reward,,,,,,,,
PA0069,100.00,Reward,,,,,,,,
PA0070,100.00,Reward,,,,,,,,
PA0072,100.00,Reward,,,,,,,,
PA0073,75.00,Reward,,,,,,,,
PA0074,100.00,Reward,,,,,,,,
PA0076,100.00,Reward,,,,,,,,
PA0078,100.00,Reward,,,,,,,,
PA0080,100.00,Reward,,,,,,,,
PA0081,100.00,Reward,,,,,,,,
PA0082,100.00,Reward,,,,,,,,
PA0083,100.00,Reward,,,,,,,,
PA0085,100.00,Reward,,,,,,,,
PA0086,100.00,Reward,,,,,,,,
PA0088,100.00,Reward,,,,,,,,
PA0089,100.00,Reward,,,,,,,,
PA0091,100.00,Reward,,,,,,,,
PA0093,100.00,Reward,,,,,,,,
PA0094,100.00,Reward,,,,,,,,
PA0095,100.00,Reward,,,,,,,,
PA0096,100.00,Reward,,,,,,,,
PA0097,100.00,Reward,,,,,,,,
PA0098,100.00,Reward,,,,,,,,
PA0099,75.00,Reward,,,,,,,,
PA0100,100.00,Reward,,,,,,,,
PA0101,100.00,Reward,,,,,,,,
PA0104,66.67,Reward,,,,,,,,
PA0105,70.00,Reward,,,,,,,,
PA0107,100.00,Reward,,,,,,,,
PA0108,100.00,Reward,,,,,,,,
PA0110,100.00,Reward,,,,,,,,
PA0112,100.00,Reward,,,,,,,,
PA0113,100.00,Reward,,,,,,,,
PA0114,100.00,Reward,,,,,,,,
PA0116,100.00,Reward,,,,,,,,
PA0117,100.00,Reward,,,,,,,,
PA0118,0.00,Normal,,,,,,,,
PA0120,100.00,Reward,,,,,,,,
PA0121,100.00,Reward,,,,,,,,
PA0122,100.00,Reward,,,,,,,,
PA0123,100.00,Reward,,,,,,,,
PA0124,0.00,Normal,,,,,,,,
PA0126,100.00,Reward,,,,,,,,
PA0127,100.00,Reward,,,,,,,,
PA0128,100.00,Reward,,,,,,,,
PA0129,66.67,Reward,,,,,,,,
PA0131,50.00,Reward,,,,,,,,
PA0132,100.00,Reward,,,,,,,,
PA0133,100.00,Reward,,,,,,,,
PA0136,100.00,Reward,,,,,,,,
PA0137,100.00,Reward,,,,,,,,
PA0138,100.00,Reward,,,,,,,,
PA0140,100.00,Reward,,,,,,,,
PA0141,100.00,Reward,,,,,,,,
PA0142,100.00,Reward,,,,,,,,
PA0143,100.00,Reward,,,,,,,,
PA0144,100.00,Reward,,,,,,,,
PA0145,100.00,Reward,,,,,,,,
PA0146,100.00,Reward,,,,,,,,
PA0147,100.00,Reward,,,,,,,,
PA0148,100.00,Reward,,,,,,,,
PA0149,100.00,Reward,,,,,,,,
PA0151,100.00,Reward,,,,,,,,
PA0152,50.00,Reward,,,,,,,,
PA0153,50.00,Reward,,,,,,,,
PA0156,100.00,Reward,,,,,,,,
PA0159,100.00,Reward,,,,,,,,
PP0001,100.00,Reward,,,,,,,,
PP0002,85.71,Reward,,,,,,,,
PP0003,100.00,Reward,,,,,,,,
PP0004,66.67,Reward,,,,,,,,
PP0005,100.00,Reward,,,,,,,,
PP0006,100.00,Reward,,,,,,,,
PP0008,100.00,Reward,,,,,,,,
PP0009,100.00,Reward,,,,,,,,
PP0010,100.00,Reward,,,,,,,,
PP0011,100.00,Reward,,,,,,,,
PP0013,100.00,Reward,,,,,,,,
PP0014,50.00,Reward,,,,,,,,
PP0017,100.00,Reward,,,,,,,,
PP0019,100.00,Reward,,,,,,,,
PP0020,100.00,Reward,,,,,,,,
PP0021,50.00,Reward,,,,,,,,
PP0022,100.00,Reward,,,,,,,,
PP0024,100.00,Reward,,,,,,,,
PP0025,100.00,Reward,,,,,,,,
PP0026,100.00,Reward,,,,,,,,
PP0027,83.33,Reward,,,,,,,,
PP0028,64.71,Reward,,,,,,,,
PP0029,90.00,Reward,,,,,,,,
PP0030,81.82,Reward,,,,,,,,
PP0031,100.00,Reward,,,,,,,,
PP0032,85.71,Reward,,,,,,,,
PP0033,0.00,Normal,,,,,,,,
PP0034,100.00,Reward,,,,,,,,
PP0035,0.00,Normal,,,,,,,,
PP0036,100.00,Reward,,,,,,,,
PP0038,50.00,Reward,,,,,,,,
PP0039,100.00,Reward,,,,,,,,
PP0040,100.00,Reward,,,,,,,,
PP0041,100.00,Reward,,,,,,,,
PP0042,100.00,Reward,,,,,,,,
PP0044,100.00,Reward,,,,,,,,
PP0045,40.00,Reward,,,,,,,,
PP0046,100.00,Reward,,,,,,,,
PP0047,100.00,Reward,,,,,,,,
PP0048,100.00,Reward,,,,,,,,
PP0049,0.00,Normal,,,,,,,,
PP0050,100.00,Reward,,,,,,,,
PP0052,50.00,Reward,,,,,,,,
PP0054,100.00,Reward,,,,,,,,
PP0055,100.00,Reward,,,,,,,,
PP0056,80.00,Reward,,,,,,,,
PP0057,100.00,Reward,,,,,,,,
PP0058,100.00,Reward,,,,,,,,
PP0059,75.00,Reward,,,,,,,,
PP0060,100.00,Reward,,,,,,,,
PP0061,66.67,Reward,,,,,,,,
PP0062,40.00,Reward,,,,,,,,
PP0063,100.00,Reward,,,,,,,,
PP0064,100.00,Reward,,,,,,,,
PP0065,87.50,Reward,,,,,,,,
PP0066,100.00,Reward,,,,,,,,
PP0069,100.00,Reward,,,,,,,,
PP0070,100.00,Reward,,,,,,,,
PP0071,100.00,Reward,,,,,,,,
PP0073,75.00,Reward,,,,,,,,
PP0074,100.00,Reward,,,,,,,,
PP0075,100.00,Reward,,,,,,,,
PP0076,100.00,Reward,,,,,,,,
PP0077,50.00,Reward,,,,,,,,
PP0078,100.00,Reward,,,,,,,,
PP0079,100.00,Reward,,,,,,,,
PP0080,100.00,Reward,,,,,,,,
PP0082,0.00,Normal,,,,,,,,
PP0083,100.00,Reward,,,,,,,,
