SCHOOL_TYPE,URBAN_RURAL,NRC_CASTE_CODE,NRC_GENDER_CODE,NRC_MEDIUM,NRC_PHYSICAL_CONDITION,NRC_CLASS,CANDIDATE_TYPE
G,R,1,B,K,N,PASS,RF
A,U,1,B,K,N,PASS,RF
A,R,1,B,K,N,FAIL,RF
G,U,1,G,K,N,FAIL,RF
G,R,1,B,K,N,FAIL,RF
U,R,1,G,K,N,PASS,RF
G,U,1,B,K,N,FAIL,RF
U,R,1,B,K,N,PASS,NSR
A,R,1,G,K,N,FAIL,RF
A,R,1,B,K,N,PASS,RF
A,R,1,B,K,N,PASS,RF
A,U,1,B,K,N,PASS,RF
A,U,1,G,K,N,PASS,RF
U,R,1,B,K,N,PASS,RF
G,U,1,G,K,N,1,RF
G,R,1,G,E,N,2,RF
A,U,1,G,K,N,2,RF
A,R,1,B,K,N,PASS,RF
U,U,1,B,E,N,PASS,RF
G,R,1,B,K,N,1,RF
G,R,1,G,K,N,FAIL,RF
U,U,1,G,K,N,PASS,RF
A,R,1,B,K,N,FAIL,RF
G,R,1,G,K,N,FAIL,RF
U,R,1,B,K,N,FAIL,NSR
G,R,1,G,K,N,PASS,RF
A,R,1,B,K,N,1,RF
U,R,1,B,K,N,1,RF
U,R,1,B,K,N,FAIL,RF
U,U,1,B,K,N,PASS,RF
A,R,1,G,K,N,1,RF
G,R,1,B,K,N,FAIL,RF
A,R,1,B,K,N,D   ,RF
G,R,1,B,K,N,PASS,RF
A,R,1,B,K,N,PASS,RF
G,R,1,G,K,N,FAIL,RF
A,R,1,B,K,N,PASS,RF
A,R,1,B,K,N,PASS,NSR
A,R,1,G,K,N,1,RF
A,U,1,B,K,N,FAIL,RF
A,R,1,G,K,N,PASS,RF
U,R,1,B,K,N,2,RF
G,R,1,B,K,N,PASS,RF
A,U,1,B,K,N,FAIL,RF
A,R,1,B,K,N,PASS,RF
A,R,1,B,K,N,FAIL,RF
A,R,1,G,K,N,FAIL,NSR
A,U,1,B,K,N,FAIL,RF
U,R,1,G,K,N,1,RF
A,U,1,G,K,N,1,RF
A,R,1,G,K,N,PASS,RF
U,U,1,B,K,N,FAIL,RF
A,U,1,B,K,N,PASS,RF
A,U,1,B,K,N,PASS,RF
A,R,1,G,K,N,D   ,RF
G,R,1,B,K,N,1,RF
A,R,1,G,K,N,FAIL,RF
A,R,1,G,K,N,FAIL,RF
A,R,1,B,K,N,FAIL,RF
A,R,1,B,K,N,1,RF
A,R,1,G,K,N,PASS,RF
A,R,1,B,K,N,FAIL,PF
A,R,1,B,K,N,PASS,RF
G,R,1,B,K,N,2,RF
A,R,1,G,K,N,1,RF
U,R,2,B,K,N,FAIL,NSR
A,R,2,G,K,N,PASS,RF
U,R,2,B,K,N,FAIL,NSR
G,R,2,B,K,N,D   ,RF
U,R,2,B,E,N,1,RF
A,U,2,G,K,N,PASS,RF
G,R,2,G,K,N,PASS,RF
U,R,2,B,K,N,FAIL,RF
U,R,2,B,K,N,1,RF
G,R,2,G,K,N,1,RF
U,U,2,B,K,N,FAIL,RF
G,R,2,B,K,N,FAIL,RF
A,U,2,G,K,N,1,RF
U,U,2,B,K,N,FAIL,RF
A,R,2,G,K,N,FAIL,RF
A,R,2,G,K,N,FAIL,RF
A,U,2,B,K,N,FAIL,RF
A,R,2,B,K,N,PASS,RF
G,U,3,G,K,N,FAIL,RF
G,R,3,G,K,N,PASS,RF
A,R,3,B,K,N,1,RF
A,R,3,B,K,N,PASS,RF
U,R,3,B,K,N,2,RF
G,R,3,B,K,N,PASS,RF
U,R,3,G,K,N,PASS,RF
A,R,3,B,K,N,2,RF
U,R,3,B,K,N,1,RF
A,R,3,G,K,N,PASS,RF
A,R,3,B,K,N,FAIL,RF
A,R,3,B,K,N,FAIL,NSR
A,U,3,B,K,N,FAIL,RF
G,R,3,B,K,N,1,RF
A,R,3,G,K,N,1,RF
A,R,3,B,K,N,PASS,RF
A,R,3,G,K,N,PASS,RF
U,R,3,B,K,N,PASS,RF
G,U,3,G,K,N,FAIL,RF
G,U,3,G,K,N,FAIL,RF
G,R,3,G,K,N,2,RF
G,R,3,B,K,N,1,RF
U,R,3,G,K,N,1,RF
G,R,3,G,K,N,PASS,NSR
A,R,3,G,K,N,FAIL,RF
G,U,3,B,K,N,FAIL,RF
A,R,3,B,K,N,2,RF
A,R,3,B,K,N,FAIL,NSR
A,U,3,G,K,N,2,RF
G,R,3,G,K,N,2,RF
A,R,3,G,K,N,PASS,RF
A,R,3,B,K,N,FAIL,RF
G,R,3,G,K,N,1,RF
U,U,3,B,E,N,FAIL,RF
A,R,3,B,K,N,FAIL,RF
U,U,3,G,E,N,FAIL,RF
G,R,3,G,K,N,1,RF
A,R,3,B,K,N,PASS,RF
A,R,3,G,K,N,PASS,NSR
G,R,3,B,K,N,PASS,RF
G,R,3,G,K,N,1,RF
A,R,3,B,K,N,PASS,RF
A,U,3,B,K,N,FAIL,RF
A,U,3,G,U,N,2,RF
U,R,3,G,K,N,1,RF
U,R,3,B,K,N,FAIL,PF
A,R,3,B,K,N,PASS,RF
G,U,3,G,K,N,1,RF
G,R,3,B,K,N,FAIL,RF
G,U,3,G,U,N,2,RF
G,U,3,G,K,N,FAIL,RF
A,U,3,B,K,N,FAIL,RF
A,R,3,B,K,N,1,RF
A,R,3,G,K,N,FAIL,RF
G,U,3,G,U,N,PASS,RF
U,U,3,B,K,N,FAIL,NSR
G,R,3,G,K,N,1,RF
A,R,3,B,K,N,2,RF
G,R,3,G,K,N,PASS,RF
U,R,3,G,K,N,1,RF
G,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,FAIL,RF
A,R,4,G,K,N,PASS,RF
G,R,4,B,K,N,PASS,RF
A,R,4,G,U,N,1,RF
A,U,4,B,U,N,FAIL,RF
G,U,4,B,K,N,1,RF
A,U,4,G,E,N,1,RF
G,R,4,B,K,N,2,RF
U,R,4,B,K,N,2,RF
G,R,4,B,K,N,PASS,RF
A,R,4,G,K,N,FAIL,RF
G,R,4,G,K,N,FAIL,NSR
U,R,4,G,K,N,FAIL,RF
G,R,4,G,K,N,1,RF
G,U,4,B,K,N,1,RF
A,R,4,B,K,N,1,RF
U,R,4,B,K,N,2,RF
G,R,4,B,K,N,PASS,RF
G,R,4,B,K,N,1,RF
A,U,4,B,M,N,FAIL,PF
A,U,4,G,K,N,2,RF
U,R,4,B,K,N,2,RF
G,R,4,G,K,N,FAIL,RF
G,U,4,G,K,N,1,RF
A,R,4,B,K,N,2,RF
G,R,4,G,K,N,2,RF
A,R,4,B,K,N,1,RF
U,R,4,G,K,N,2,RF
A,R,4,G,K,N,D   ,RF
A,U,4,B,U,N,FAIL,NSPR
A,R,4,B,K,N,PASS,RF
G,U,4,B,K,N,PASS,RF
U,U,4,B,E,N,1,RF
G,R,4,B,K,N,FAIL,PF
G,R,4,G,K,N,2,RF
G,R,4,B,K,N,2,RF
U,R,4,G,K,N,FAIL,RF
A,R,4,G,K,N,1,RF
G,U,4,G,K,N,1,RF
A,R,4,G,K,N,FAIL,RF
A,U,4,G,U,N,FAIL,RF
A,R,4,G,K,N,FAIL,RF
G,U,4,B,K,N,FAIL,RF
G,U,4,G,K,N,PASS,RF
U,U,4,B,K,N,PASS,RF
A,R,4,B,K,N,2,RF
U,R,4,B,K,N,PASS,RF
A,U,4,G,K,N,PASS,RF
U,R,4,G,K,N,FAIL,RF
A,R,4,B,K,N,PASS,RF
G,R,4,B,K,N,1,RF
A,U,4,B,K,N,PASS,RF
A,U,4,G,K,N,FAIL,RF
A,R,4,B,U,N,2,RF
G,R,4,B,K,N,FAIL,RF
A,R,4,G,K,N,2,RF
G,R,4,G,U,N,1,RF
A,R,4,B,K,N,FAIL,RF
U,R,4,G,K,N,1,RF
G,R,4,B,K,N,1,RF
G,U,4,B,K,N,FAIL,RF
A,U,4,G,U,N,1,RF
A,U,4,B,K,N,FAIL,RF
A,U,4,B,K,N,FAIL,RF
A,U,4,B,K,N,FAIL,RF
A,R,4,B,K,N,FAIL,RF
G,R,4,G,U,N,PASS,RF
G,R,4,B,K,N,1,RF
A,R,4,B,K,N,FAIL,RF
U,R,4,G,K,N,1,RF
U,R,4,B,E,N,1,RF
U,U,4,G,E,N,1,RF
A,U,4,G,E,N,1,RF
G,R,4,B,K,N,PASS,RF
A,R,4,G,K,N,1,RF
U,U,4,B,U,N,PASS,RF
A,U,4,B,K,N,PASS,RF
A,R,4,B,K,N,1,RF
A,U,4,G,U,N,PASS,RF
A,U,4,B,K,N,PASS,RF
U,R,4,B,K,N,D   ,RF
G,U,4,B,K,N,PASS,RF
A,R,4,B,K,N,1,RF
A,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,1,RF
A,R,4,G,K,N,1,RF
A,R,4,G,K,N,PASS,RF
A,R,4,B,K,N,PASS,RF
A,U,4,B,K,N,FAIL,RF
A,R,4,B,K,N,2,RF
A,R,4,B,K,N,FAIL,RF
A,R,4,G,K,N,PASS,RF
A,R,4,G,K,N,2,RF
A,U,4,B,U,N,PASS,NSR
G,R,4,B,K,N,PASS,RF
G,R,4,B,K,N,PASS,RF
A,U,4,G,U,N,2,RF
U,R,4,G,U,N,1,RF
A,U,4,B,K,N,FAIL,RF
G,U,4,B,U,N,2,RF
G,U,4,G,K,N,FAIL,RF
A,R,4,G,K,N,1,RF
A,R,4,G,K,N,2,RF
A,U,4,B,K,N,2,RF
A,U,4,G,U,N,FAIL,RF
U,R,4,B,K,N,PASS,RF
G,R,4,G,K,N,1,RF
A,R,4,B,K,N,2,RF
U,R,4,B,K,N,PASS,RF
A,U,4,B,K,N,FAIL,RF
A,R,4,G,K,N,1,RF
G,R,4,B,K,N,1,RF
G,R,4,G,K,N,2,RF
A,R,4,B,K,N,2,RF
U,U,4,G,E,N,1,RF
G,R,4,B,K,N,PASS,RF
G,U,4,G,U,N,2,RF
U,R,4,B,K,N,PASS,RF
A,U,4,B,K,N,FAIL,RF
A,U,4,G,K,N,1,RF
A,R,4,B,K,N,2,RF
A,U,4,G,K,N,1,RF
A,R,4,B,K,N,1,RF
A,U,4,B,K,N,PASS,RF
G,R,4,B,K,N,FAIL,RF
G,R,4,B,K,N,FAIL,RF
A,U,4,G,K,N,PASS,RF
G,R,4,G,U,N,2,RF
A,R,4,B,K,N,PASS,RF
A,R,4,G,K,N,1,RF
U,U,4,B,K,N,FAIL,RF
G,R,4,G,K,N,PASS,NSPR
A,U,4,B,K,N,PASS,RF
A,R,4,B,K,N,PASS,RF
U,R,4,G,K,N,PASS,RF
A,R,4,B,K,N,FAIL,RF
U,R,4,B,K,N,FAIL,RF
G,R,4,B,K,N,FAIL,PF
U,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,FAIL,RF
A,R,4,G,K,N,FAIL,RF
A,R,4,B,K,N,1,RF
A,U,4,G,K,N,PASS,RF
U,R,4,B,E,N,D   ,RF
A,R,4,B,K,N,1,RF
G,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,FAIL,NSR
A,R,4,G,K,N,PASS,RF
A,U,4,B,K,N,2,RF
A,U,4,G,U,N,FAIL,RF
G,R,4,G,K,N,FAIL,RF
A,R,4,B,K,N,2,RF
G,R,4,B,K,N,1,RF
A,R,4,G,K,N,1,RF
G,R,4,G,K,N,1,RF
G,R,4,G,K,N,1,RF
A,R,4,B,K,N,PASS,RF
G,R,4,G,E,N,PASS,RF
A,U,4,B,K,N,PASS,RF
A,R,4,G,K,N,1,RF
A,R,4,B,K,N,PASS,RF
U,R,4,G,K,N,1,RF
U,R,4,B,K,N,PASS,RF
G,R,4,G,K,N,PASS,RF
A,R,4,G,K,N,FAIL,RF
U,R,4,G,K,N,1,RF
G,R,4,B,K,N,PASS,RF
U,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,1,RF
G,R,4,B,K,N,2,RF
U,U,4,B,E,N,1,RF
A,R,4,G,K,N,PASS,RF
U,U,4,B,E,N,FAIL,NSPR
A,R,4,B,K,N,FAIL,RF
U,U,4,B,E,N,D   ,RF
A,R,4,G,K,N,FAIL,PF
A,R,4,G,K,N,1,RF
A,R,4,G,K,N,PASS,RF
G,R,4,B,U,N,FAIL,RF
A,U,4,B,K,N,PASS,RF
G,U,4,B,K,N,FAIL,NSR
G,R,4,B,K,N,FAIL,RF
A,U,4,G,U,N,1,RF
G,U,4,G,U,N,FAIL,RF
A,U,4,B,K,N,2,RF
A,U,4,G,K,N,FAIL,RF
U,U,4,B,K,N,PASS,RF
A,R,4,G,K,N,2,RF
G,R,4,B,U,N,PASS,RF
U,R,4,B,K,N,FAIL,RF
G,R,4,G,K,N,PASS,RF
A,R,4,G,K,N,D   ,RF
G,R,4,G,K,N,PASS,RF
A,R,4,B,K,N,PASS,RF
A,R,4,G,K,N,FAIL,NSR
A,R,4,G,K,N,1,RF
U,R,4,G,E,N,1,RF
G,R,4,G,K,N,FAIL,RF
A,R,4,B,K,N,2,RF
G,U,4,B,K,N,FAIL,NSR
A,R,4,G,K,N,2,RF
G,U,4,G,U,N,1,RF
U,R,4,B,K,N,1,RF
G,R,4,G,K,N,2,RF
A,R,4,B,K,N,PASS,RF
G,R,4,G,U,N,PASS,RF
A,U,4,B,K,N,FAIL,RF
A,R,4,G,K,N,1,RF
G,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,2,RF
G,R,4,G,K,N,PASS,RF
A,R,4,B,K,N,2,RF
A,R,4,G,K,N,1,RF
A,U,4,G,U,N,FAIL,RF
A,R,4,B,K,N,PASS,RF
G,R,4,G,K,N,FAIL,RF
G,R,4,B,K,N,2,RF
A,U,4,B,K,N,FAIL,NSR
A,R,4,G,K,N,2,RF
A,R,4,B,K,N,FAIL,RF
U,U,4,G,E,N,1,RF
U,U,4,B,K,N,FAIL,RF
G,R,4,B,K,N,FAIL,RF
U,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,2,RF
G,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,2,RF
U,R,4,B,K,N,FAIL,RF
G,U,4,B,K,N,PASS,RF
U,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,FAIL,RF
A,U,4,B,K,N,PASS,RF
A,R,4,G,K,N,2,RF
A,R,4,B,K,N,2,RF
G,R,4,B,K,N,PASS,NSR
A,U,4,G,K,N,FAIL,RF
A,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,2,RF
A,R,4,B,K,N,PASS,RF
G,R,4,B,K,N,2,RF
U,R,4,B,K,N,1,RF
A,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,PASS,RF
G,U,4,G,U,N,PASS,RF
U,R,4,B,E,N,1,RF
G,R,4,B,K,N,PASS,RF
A,R,4,G,K,N,FAIL,RF
A,R,4,G,K,N,1,RF
A,R,4,G,K,N,1,RF
A,R,4,B,K,N,2,RF
U,R,4,G,K,N,2,RF
A,R,4,G,K,N,2,RF
G,R,4,G,K,N,1,RF
U,R,4,G,K,N,D   ,RF
A,R,4,G,U,N,PASS,RF
G,R,4,B,K,N,1,RF
A,U,4,B,U,N,FAIL,RF
G,R,4,B,K,N,PASS,NSR
A,R,4,B,K,N,PASS,RF
A,U,4,B,K,N,PASS,RF
U,R,4,B,K,N,2,RF
U,U,4,B,K,N,2,RF
G,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,2,RF
A,R,4,B,K,N,FAIL,RF
U,R,4,B,E,N,FAIL,RF
A,R,4,B,K,N,FAIL,PF
G,R,4,B,K,N,PASS,RF
G,R,4,G,K,N,1,RF
A,U,4,B,U,N,FAIL,PF
G,R,4,G,K,N,2,RF
U,R,4,B,K,N,1,RF
G,R,4,G,K,N,1,RF
G,U,4,B,U,N,FAIL,NSR
A,R,4,B,K,N,2,RF
G,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,PASS,NSR
A,R,4,G,K,N,FAIL,RF
A,R,4,G,K,N,PASS,RF
A,R,4,G,K,N,2,RF
G,R,4,B,K,N,PASS,RF
A,U,4,G,U,N,PASS,RF
A,U,4,B,K,N,PASS,RF
A,R,4,B,K,N,2,RF
A,R,4,B,K,N,1,RF
A,R,4,B,K,N,FAIL,RF
A,U,4,G,E,N,1,RF
U,R,4,B,K,N,FAIL,NSR
G,R,4,B,K,N,PASS,RF
U,R,4,G,K,N,1,RF
G,R,4,G,U,N,1,RF
G,U,4,G,K,N,FAIL,RF
A,R,4,G,K,N,1,RF
G,R,4,G,U,N,2,RF
G,U,4,B,K,N,FAIL,RF
G,R,4,G,K,N,PASS,RF
A,R,4,B,K,N,2,RF
U,R,4,B,K,N,PASS,RF
U,U,4,G,E,N,2,RF
G,R,4,B,K,N,PASS,RF
A,U,4,G,U,N,PASS,RF
G,U,4,B,K,N,1,RF
U,R,4,G,K,N,1,RF
A,R,4,G,K,N,PASS,RF
A,R,4,B,K,N,2,RF
U,R,4,B,K,N,1,RF
A,U,4,B,K,N,PASS,RF
U,R,4,B,E,N,1,RF
G,R,4,G,K,N,1,RF
A,R,4,B,K,N,2,RF
A,U,4,G,U,N,FAIL,RF
U,R,4,G,K,N,2,RF
A,R,4,G,K,N,1,RF
A,R,4,G,K,N,2,RF
G,R,4,G,K,N,1,RF
A,R,4,B,K,N,PASS,RF
A,R,4,G,K,N,PASS,RF
A,R,4,B,K,N,PASS,RF
A,U,4,G,U,N,PASS,RF
G,R,4,B,K,N,1,RF
A,R,4,B,K,N,FAIL,RF
U,R,4,G,K,N,FAIL,RF
A,U,4,G,U,N,PASS,RF
A,R,4,B,K,N,PASS,RF
U,U,4,B,E,N,2,RF
A,U,4,B,K,N,PASS,RF
A,R,4,G,K,N,PASS,RF
A,R,4,G,K,N,PASS,RF
A,U,4,B,E,N,1,RF
A,U,4,G,U,N,FAIL,RF
A,R,4,B,K,N,1,RF
A,R,4,B,K,N,2,RF
G,R,4,B,U,N,FAIL,PF
U,U,4,B,K,N,PASS,RF
A,U,4,B,K,N,FAIL,RF
G,R,4,B,K,N,PASS,RF
A,U,4,G,U,N,PASS,RF
A,R,4,G,K,N,1,RF
G,R,4,B,K,N,FAIL,NSR
A,U,4,G,K,N,1,RF
G,R,4,B,K,N,FAIL,PF
A,R,4,B,K,N,PASS,RF
U,R,4,B,K,N,PASS,RF
U,U,4,G,E,N,PASS,RF
U,R,4,G,K,N,PASS,RF
A,R,4,B,K,N,PASS,RF
G,R,4,G,K,N,2,RF
G,U,4,G,U,N,1,RF
A,R,4,G,K,N,PASS,RF
A,U,4,B,U,N,FAIL,RF
G,R,4,G,K,N,PASS,RF
A,U,4,G,K,N,1,RF
A,R,4,G,K,N,2,RF
U,R,4,B,K,N,FAIL,NSR
U,R,4,G,K,N,PASS,RF
A,U,4,B,K,N,FAIL,RF
A,R,4,G,K,N,PASS,RF
A,U,4,G,K,N,FAIL,RF
G,R,4,G,K,N,2,RF
G,U,4,B,U,N,PASS,RF
G,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,FAIL,RF
A,U,4,B,U,N,FAIL,PF
A,U,4,B,M,N,PASS,RF
A,U,4,B,K,N,FAIL,RF
A,U,4,G,K,N,PASS,RF
A,R,4,B,K,N,FAIL,RF
A,U,4,G,U,N,PASS,RF
A,R,4,B,K,N,1,RF
A,U,4,B,K,N,2,RF
G,U,4,G,U,N,PASS,RF
U,R,4,B,K,N,2,RF
U,R,4,B,K,N,FAIL,RF
A,R,4,G,K,N,2,RF
A,R,4,B,K,N,PASS,NSR
G,R,4,B,K,N,2,RF
G,U,4,G,E,N,1,RF
A,R,4,G,K,N,FAIL,RF
A,R,4,B,K,N,1,RF
A,R,4,G,K,N,1,RF
G,U,4,B,E,D,FAIL,PF
G,R,4,B,K,N,2,RF
A,R,4,B,K,N,FAIL,RF
A,U,4,B,K,N,FAIL,RF
A,R,4,B,K,N,FAIL,RF
G,R,4,B,U,N,2,RF
A,R,4,G,K,N,1,RF
U,R,4,B,K,N,1,RF
G,R,4,B,U,N,2,RF
A,R,4,G,K,N,PASS,RF
A,R,4,B,K,N,FAIL,RF
A,R,4,G,K,N,1,RF
U,R,4,B,K,N,2,RF
G,R,4,G,K,N,2,RF
A,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,1,RF
A,U,4,G,E,N,2,RF
A,U,4,G,U,N,FAIL,RF
A,U,4,G,K,N,1,RF
G,R,4,B,K,N,PASS,RF
U,R,4,G,K,N,D   ,RF
A,U,4,B,K,N,D   ,RF
A,U,4,B,K,N,D   ,RF
G,R,4,G,K,N,FAIL,RF
U,R,4,B,K,N,1,RF
A,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,FAIL,RF
A,U,4,G,U,N,1,RF
A,R,4,G,K,N,1,RF
U,U,4,G,E,N,1,RF
A,R,4,G,K,N,2,RF
A,U,4,B,K,N,PASS,RF
U,R,4,B,K,N,2,RF
A,U,4,B,K,N,FAIL,RF
A,R,4,B,K,N,PASS,RF
U,U,4,B,K,N,FAIL,RF
G,R,4,G,K,N,PASS,RF
G,R,4,B,K,N,2,RF
G,R,4,B,K,N,2,RF
A,R,4,B,K,N,2,RF
G,R,4,B,K,N,FAIL,PF
A,R,4,B,K,N,FAIL,RF
A,U,4,G,K,N,2,RF
U,U,4,B,K,N,FAIL,RF
U,R,4,G,K,N,FAIL,RF
G,U,4,B,K,N,FAIL,RF
A,U,4,B,K,N,1,RF
A,R,4,B,K,N,PASS,RF
U,R,4,G,K,N,PASS,RF
U,R,4,G,K,N,2,RF
A,U,4,B,K,N,FAIL,RF
A,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,PASS,RF
G,U,4,B,K,N,FAIL,NSR
G,U,4,B,K,N,PASS,RF
G,R,4,G,U,N,PASS,RF
G,R,4,B,K,N,1,RF
U,U,4,B,E,N,FAIL,RF
A,U,4,B,K,N,1,RF
A,R,4,B,K,N,FAIL,RF
A,U,4,G,K,N,FAIL,NSR
G,R,4,G,K,N,FAIL,RF
U,R,4,B,K,N,1,RF
U,R,4,B,E,N,D   ,RF
A,R,4,B,K,N,PASS,RF
G,R,4,B,K,N,PASS,RF
G,U,4,B,K,N,FAIL,RF
U,U,4,B,E,N,2,RF
U,R,4,G,K,N,FAIL,RF
G,R,4,G,K,N,PASS,RF
A,U,4,B,K,N,PASS,RF
A,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,FAIL,RF
U,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,1,RF
G,R,4,G,K,N,FAIL,RF
U,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,1,RF
A,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,PASS,RF
U,R,4,B,K,N,1,RF
G,R,4,B,K,N,1,RF
A,R,4,B,K,N,1,RF
A,R,4,B,K,N,PASS,RF
U,R,4,B,E,N,1,RF
A,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,PASS,RF
U,R,4,B,K,N,PASS,RF
A,U,4,G,K,N,FAIL,RF
U,U,4,B,E,N,1,RF
A,R,4,B,K,N,FAIL,RF
A,R,4,G,K,N,1,RF
A,R,4,B,K,N,FAIL,RF
A,U,4,G,M,N,PASS,RF
A,R,4,B,K,N,PASS,RF
G,R,4,G,U,N,1,RF
G,R,4,G,K,N,2,RF
A,U,4,B,K,N,PASS,RF
A,U,4,G,K,N,1,RF
G,R,4,B,K,N,1,RF
A,U,4,B,K,N,PASS,RF
A,R,4,G,K,N,2,RF
A,R,4,G,U,N,PASS,RF
G,U,4,B,K,N,FAIL,RF
G,R,4,G,K,N,FAIL,RF
U,R,4,G,K,N,PASS,RF
A,R,4,G,K,N,PASS,RF
A,R,4,G,K,N,PASS,RF
G,R,4,B,K,N,PASS,RF
A,U,4,B,K,N,1,RF
U,R,4,G,K,N,1,RF
A,R,4,B,K,N,2,RF
G,U,4,B,K,N,PASS,RF
A,R,4,G,K,N,1,RF
G,R,4,B,K,N,FAIL,RF
A,U,4,B,K,N,2,RF
A,U,4,B,K,N,FAIL,RF
U,U,4,G,E,N,1,RF
G,R,4,G,K,N,1,RF
G,R,4,G,K,N,PASS,RF
G,R,4,G,K,N,1,RF
U,R,4,B,K,N,1,RF
A,R,4,B,K,N,2,RF
A,R,4,G,K,N,FAIL,RF
A,R,4,B,K,N,1,RF
A,R,4,G,K,N,PASS,RF
A,U,4,G,U,N,PASS,RF
G,R,4,G,K,N,1,RF
G,R,4,B,K,N,FAIL,RF
A,U,4,B,M,N,PASS,RF
U,U,4,B,E,N,1,RF
A,R,4,B,K,N,2,RF
G,R,4,G,K,N,2,RF
A,U,4,B,U,N,2,RF
A,R,4,G,K,N,FAIL,RF
G,R,4,B,K,N,PASS,RF
G,R,4,B,K,N,2,RF
A,R,4,B,K,N,FAIL,RF
A,U,4,B,K,N,2,RF
A,U,4,B,K,N,FAIL,RF
A,U,4,G,K,N,1,RF
G,U,4,G,K,N,PASS,RF
A,R,4,B,K,N,FAIL,RF
U,R,4,B,E,N,D   ,RF
A,R,4,B,K,N,FAIL,RF
A,R,4,G,K,N,PASS,RF
U,R,4,B,K,N,PASS,RF
A,R,4,G,K,N,1,RF
A,U,4,B,K,N,PASS,RF
A,R,4,B,K,N,2,RF
U,R,4,B,K,N,PASS,RF
G,R,4,G,K,N,PASS,RF
A,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,2,RF
G,R,4,B,K,N,PASS,RF
A,R,4,G,K,N,PASS,RF
A,R,4,B,K,N,2,RF
A,R,4,B,K,N,PASS,PF
G,R,4,B,K,N,2,RF
A,R,4,G,K,N,PASS,RF
G,R,4,G,K,N,1,RF
A,U,4,B,K,N,PASS,RF
A,R,4,G,U,N,PASS,RF
U,R,4,B,E,N,1,RF
G,U,4,G,K,N,FAIL,RF
U,R,4,G,K,N,1,RF
A,U,4,B,U,N,PASS,RF
G,R,4,B,K,N,PASS,RF
A,R,4,G,K,N,PASS,RF
U,R,4,B,K,N,PASS,RF
U,R,4,B,E,N,1,RF
U,R,4,G,K,N,FAIL,NSR
U,R,4,G,K,N,FAIL,RF
G,U,4,B,U,N,PASS,RF
A,R,4,B,K,N,PASS,RF
G,R,4,G,K,N,PASS,RF
A,U,4,B,E,N,1,RF
A,U,4,B,K,N,FAIL,RF
A,R,4,G,K,N,PASS,RF
U,R,4,B,K,N,PASS,RF
U,U,4,G,E,N,1,RF
A,R,4,B,K,N,1,RF
G,U,4,G,K,N,PASS,RF
G,R,4,B,K,N,1,RF
G,U,4,B,K,N,FAIL,RF
A,R,4,B,K,N,FAIL,PF
A,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,2,RF
A,U,4,G,K,N,2,RF
U,R,4,B,K,N,FAIL,RF
U,U,4,B,K,N,2,RF
U,R,4,B,K,N,FAIL,RF
A,R,4,B,K,N,PASS,RF
G,R,4,B,K,N,PASS,RF
A,R,4,G,K,N,PASS,RF
U,R,4,B,K,N,1,RF
G,R,4,G,K,N,1,RF
A,R,4,G,K,N,2,RF
A,R,4,B,K,N,PASS,RF
A,R,4,B,K,N,PASS,RF
G,R,4,G,K,N,2,RF
G,R,4,B,K,N,1,RF
A,U,4,G,M,N,FAIL,RF
U,U,4,G,E,N,2,RF
G,R,4,B,K,N,1,RF
G,R,4,B,K,N,PASS,RF
A,U,4,G,U,N,PASS,RF
A,R,4,B,K,N,2,RF
A,U,4,G,U,N,2,RF
U,U,4,B,E,N,1,RF
A,U,4,B,K,N,PASS,RF
A,R,4,G,K,N,FAIL,RF
A,U,4,G,K,N,2,RF
G,R,4,B,K,N,PASS,RF
U,R,4,B,K,N,FAIL,RF
G,R,4,B,K,N,2,RF
U,R,4,B,U,N,PASS,RF
A,R,4,B,K,N,2,RF
G,R,4,G,K,N,1,RF
A,R,4,B,K,N,PASS,RF
G,R,4,B,K,N,FAIL,RF
U,R,4,G,K,N,1,RF
G,R,4,B,K,N,D   ,RF
A,R,4,B,K,N,1,RF
A,R,4,G,K,N,PASS,RF
