L1_MARKS_CORRECTED,L1_Marks_Corrected,L2_MARKS_CORRECTED,L3_MARKS_CORRECTED,S1_MARKS_CORRECTED,S2_MARKS_CORRECTED,S3_MARKS_CORRECTED,L1_Marks_Class,L2_Marks_Class,L3_Marks_Class,S1_Marks_Class,S2_Marks_Class,S3_Marks_Class,NRC_CLASS
44,35,43,41,58,46,67,PASS,FAIL,PASS,2,PASS,PASS,FAIL
45,36,13,35,58,31,36,1,1,2,1,1,1,1
90,72,65,54,70,60,72,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL
7,5,3,35,8,13,35,PASS,PASS,PASS,PASS,PASS,1,2
54,43,44,43,49,44,81,2,PASS,PASS,PASS,PASS,1,PASS
67,53,46,49,45,35,60,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL
54,43,35,35,20,9,19,PASS,PASS,PASS,PASS,PASS,1,PASS
45,36,30,30,30,30,63,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
14,11,35,35,23,20,43,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,D,D,D,D,1,D,D   
122,97,92,93,97,81,97,FAIL,PASS,FAIL,FAIL,PASS,1,FAIL
29,23,37,19,14,49,62,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL
8,6,35,12,8,13,35,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL
38,30,35,35,25,15,30,PASS,PASS,2,PASS,PASS,PASS,PASS
44,35,30,52,41,30,46,PASS,PASS,PASS,2,PASS,PASS,PASS
44,35,30,30,50,39,39,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL
23,18,35,16,15,27,30,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL
13,10,35,15,30,16,47,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL
5,4,35,41,20,35,30,PASS,PASS,PASS,PASS,PASS,1,PASS
57,45,42,43,47,47,65,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL
11,8,14,13,30,11,35,PASS,PASS,PASS,PASS,PASS,2,PASS
44,35,30,35,35,35,50,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
6,4,35,35,18,15,45,2,PASS,PASS,PASS,PASS,PASS,PASS
65,52,30,45,30,30,48,2,PASS,2,PASS,PASS,PASS,PASS
70,56,30,50,37,49,42,PASS,PASS,2,PASS,PASS,2,PASS
45,36,40,50,43,44,57,PASS,PASS,1,PASS,PASS,2,PASS
45,36,30,62,43,39,53,PASS,PASS,PASS,PASS,PASS,2,PASS
51,40,47,45,37,30,53,1,1,1,1,PASS,1,1
96,76,62,63,71,35,74,PASS,2,1,PASS,PASS,2,2
60,48,54,76,38,35,52,1,PASS,2,1,PASS,1,2
77,61,47,56,71,43,71,2,2,PASS,PASS,PASS,1,PASS
67,53,50,36,37,42,63,2,2,PASS,PASS,PASS,1,PASS
66,52,50,37,46,35,63,D,1,2,1,2,D,1
110,88,63,56,64,58,85,PASS,PASS,PASS,FAIL,FAIL,2,FAIL
38,30,35,35,18,22,55,2,PASS,1,PASS,PASS,PASS,PASS
69,55,39,78,44,35,35,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
10,8,35,35,30,23,30,PASS,PASS,PASS,FAIL,PASS,1,FAIL
56,44,39,35,10,30,72,PASS,PASS,PASS,N/A,1,1,FAIL
57,45,46,44,N/A,69,82,PASS,PASS,PASS,PASS,PASS,PASS,PASS
38,30,35,30,38,36,43,D,1,1,PASS,PASS,1,1
109,87,66,60,35,49,76,1,1,1,1,PASS,1,1
82,65,60,66,66,47,65,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL
51,40,35,35,11,30,43,PASS,PASS,2,PASS,PASS,1,PASS
52,41,36,53,47,38,60,D,1,2,PASS,PASS,1,1
113,90,64,50,48,43,71,1,FAIL,PASS,FAIL,PASS,2,FAIL
104,83,7,44,22,30,56,1,D,D,1,1,D,D   
106,84,90,98,80,70,88,PASS,PASS,PASS,PASS,PASS,PASS,PASS
39,31,30,30,35,42,44,PASS,2,PASS,PASS,PASS,2,PASS
50,40,58,30,35,37,55,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,PASS,PASS,PASS,PASS,PASS,2,PASS
44,35,35,37,43,37,50,2,PASS,PASS,PASS,PASS,2,PASS
72,57,35,35,39,49,56,1,PASS,1,PASS,PASS,1,1
87,69,45,80,49,45,72,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL
8,6,35,6,10,11,8,PASS,PASS,PASS,PASS,PASS,PASS,PASS
45,36,30,42,44,45,44,2,2,1,2,PASS,1,2
70,56,50,76,51,44,73,PASS,PASS,2,PASS,PASS,2,PASS
48,38,30,57,40,47,53,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL
38,30,12,40,15,22,35,2,PASS,2,PASS,PASS,2,PASS
72,57,30,50,30,31,54,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL
20,16,16,18,30,22,40,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
3,2,18,40,6,14,17,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL
15,12,35,36,20,30,43,D,1,1,1,PASS,1,1
112,89,74,70,76,41,83,1,2,1,1,PASS,1,1
93,74,57,68,67,45,78,2,PASS,PASS,PASS,PASS,PASS,PASS
64,51,41,35,30,35,46,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL
20,16,10,2,17,30,40,PASS,PASS,PASS,PASS,PASS,2,PASS
38,30,30,40,37,30,53,PASS,PASS,PASS,2,PASS,PASS,PASS
44,35,40,30,56,44,45,D,1,1,1,1,D,D   
119,95,82,80,78,79,95,D,D,1,PASS,2,D,1
108,86,90,68,40,56,93,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL
44,35,16,35,14,19,42,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
18,14,5,4,5,14,12,PASS,FAIL,PASS,FAIL,2,2,FAIL
51,40,12,35,19,50,53,1,2,D,PASS,PASS,D,1
103,82,56,90,36,35,88,PASS,PASS,PASS,PASS,PASS,1,PASS
59,47,43,40,36,37,60,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL
14,11,3,37,18,16,30,PASS,PASS,2,PASS,PASS,1,PASS
60,48,30,50,30,30,77,2,PASS,2,2,PASS,1,2
70,56,38,54,51,45,70,D,D,1,D,1,1,1
118,94,98,71,85,61,82,N/A,N/A,N/A,PASS,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,35,0,N/A,PASS,PASS,PASS,PASS,PASS,2,PASS
54,43,44,31,30,45,50,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,1,1,D,1,D,D,D   
98,78,83,94,84,87,91,1,1,1,D,1,D,1
80,64,74,77,88,80,92,2,PASS,2,PASS,PASS,2,PASS
72,57,35,50,47,30,58,PASS,PASS,PASS,PASS,PASS,1,PASS
61,48,30,41,30,35,74,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL
31,24,35,43,21,30,48,1,2,1,2,1,1,1
89,71,50,60,55,62,78,D,2,1,PASS,PASS,1,1
108,86,52,73,40,40,64,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,FAIL,PASS,PASS,2,FAIL,2,FAIL
16,12,45,35,50,22,58,D,1,1,1,2,D,1
120,96,60,65,80,54,94,FAIL,2,PASS,FAIL,FAIL,FAIL,FAIL
37,29,50,35,22,9,15,1,1,PASS,2,FAIL,1,FAIL
85,68,81,49,52,12,80,1,PASS,PASS,FAIL,PASS,PASS,FAIL
80,64,35,35,11,30,49,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL
23,18,35,7,30,11,25,PASS,PASS,PASS,PASS,PASS,1,PASS
44,35,30,42,39,30,80,PASS,FAIL,PASS,FAIL,FAIL,2,FAIL
62,49,17,44,18,23,56,PASS,PASS,PASS,PASS,PASS,1,PASS
57,45,35,38,30,30,75,D,2,D,1,2,2,1
110,88,58,87,69,55,50,PASS,PASS,PASS,PASS,PASS,1,PASS
38,30,35,30,30,35,60,1,1,PASS,PASS,PASS,2,2
82,65,66,37,42,35,57,1,PASS,2,PASS,PASS,1,PASS
81,64,35,50,40,39,63,PASS,PASS,PASS,PASS,PASS,1,PASS
44,35,40,35,41,40,70,2,PASS,2,1,2,1,2
67,53,43,50,71,56,60,1,1,1,1,2,D,1
89,71,81,76,60,58,87,PASS,PASS,PASS,PASS,PASS,2,PASS
52,41,30,47,36,35,50,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
27,21,35,35,30,31,40,N/A,N/A,N/A,PASS,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,35,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,1,1,2,1,PASS,1,1
91,72,67,55,64,48,72,1,1,1,2,2,1,1
78,62,65,74,54,56,69,2,PASS,PASS,PASS,PASS,PASS,PASS
63,50,30,40,30,30,44,PASS,PASS,PASS,PASS,PASS,1,PASS
45,36,30,30,47,44,70,PASS,PASS,2,PASS,PASS,1,PASS
62,49,48,56,36,32,70,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL
14,11,35,14,7,9,22,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
5,4,14,35,36,12,45,1,2,PASS,PASS,PASS,2,2
93,74,55,41,44,38,59,1,1,1,2,2,D,1
105,84,61,80,55,57,87,D,1,1,D,1,D,1
119,95,66,71,85,72,94,PASS,PASS,PASS,2,PASS,PASS,PASS
55,44,30,35,54,35,42,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL
32,25,10,16,30,30,44,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
21,16,35,37,30,35,35,1,PASS,PASS,2,1,1,2
76,60,30,40,54,61,75,N/A,PASS,PASS,PASS,FAIL,PASS,FAIL
N/A,N/A,35,39,37,0,35,1,PASS,PASS,2,PASS,1,2
95,76,42,41,50,45,82,1,PASS,PASS,2,2,1,2
83,66,39,40,53,54,66,PASS,PASS,PASS,PASS,PASS,2,PASS
57,45,30,38,35,30,50,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL
1,0,35,15,14,10,22,1,1,1,1,2,1,1
88,70,70,69,74,58,76,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL
8,6,35,35,39,17,19,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
27,21,35,35,35,35,35,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
18,14,3,11,22,18,15,D,1,1,1,2,D,1
118,94,60,63,68,52,88,PASS,2,1,PASS,PASS,PASS,PASS
57,45,51,66,35,39,39,1,PASS,PASS,PASS,2,2,PASS
82,65,30,37,35,59,59,2,2,PASS,PASS,PASS,1,PASS
63,50,50,38,39,48,63,D,2,PASS,1,2,1,1
111,88,58,40,68,59,65,PASS,PASS,PASS,PASS,PASS,PASS,PASS
39,31,30,41,35,30,44,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
20,16,13,12,22,19,30,PASS,PASS,1,PASS,2,1,2
38,30,43,81,37,58,71,1,1,1,2,1,D,1
87,69,76,73,50,61,85,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,1,PASS,PASS,PASS,1,2,PASS
85,68,30,35,39,60,51,D,D,D,1,2,1,1
108,86,93,87,83,53,84,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
11,8,4,4,8,2,8,2,PASS,2,2,1,1,2
70,56,43,53,56,64,67,2,PASS,PASS,FAIL,PASS,PASS,FAIL
71,56,35,35,12,35,40,PASS,PASS,PASS,FAIL,FAIL,1,FAIL
51,40,35,35,20,14,66,1,1,PASS,1,1,D,1
95,76,64,48,75,67,91,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL
62,49,35,14,41,25,45,PASS,PASS,PASS,1,1,PASS,PASS
49,39,35,30,60,61,35,FAIL,PASS,PASS,PASS,FAIL,1,FAIL
3,2,39,42,46,5,67,D,D,D,1,2,D,1
119,95,93,89,76,58,95,1,PASS,2,PASS,PASS,1,2
94,75,37,50,42,41,74,2,PASS,PASS,PASS,PASS,PASS,PASS
71,56,36,30,30,35,37,1,PASS,1,PASS,2,1,1
101,80,45,69,44,52,79,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
21,16,43,45,35,26,43,PASS,PASS,FAIL,FAIL,PASS,PASS,FAIL
44,35,35,16,19,35,36,PASS,PASS,PASS,1,PASS,PASS,PASS
61,48,43,43,61,45,46,2,PASS,PASS,PASS,PASS,PASS,PASS
64,51,46,45,30,36,38,D,1,1,1,1,D,1
115,92,75,73,78,80,92,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
17,13,35,35,35,5,36,D,2,2,2,2,2,1
112,89,50,58,52,50,57,2,1,2,1,PASS,1,1
67,53,80,57,67,41,64,1,PASS,D,1,PASS,1,2
77,61,30,93,63,39,67,1,1,PASS,PASS,PASS,D,2
93,74,65,36,30,40,85,1,PASS,PASS,PASS,PASS,1,PASS
78,62,38,47,30,30,71,FAIL,2,PASS,PASS,PASS,2,FAIL
22,17,56,40,30,30,58,FAIL,PASS,PASS,PASS,PASS,2,FAIL
14,11,35,35,30,35,52,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
44,35,16,7,20,21,40,1,1,PASS,1,PASS,1,1
105,84,70,43,76,40,64,D,1,1,1,1,D,1
121,96,83,67,72,61,95,1,1,1,PASS,2,2,1
101,80,70,60,38,51,55,2,1,PASS,1,1,1,2
67,53,65,35,60,66,78,PASS,PASS,PASS,PASS,PASS,1,PASS
38,30,30,37,30,35,67,1,1,1,1,2,D,1
78,62,60,75,62,56,91,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
10,8,17,35,36,23,36,1,PASS,PASS,1,2,1,2
89,71,35,30,66,52,80,D,2,PASS,1,PASS,2,2
107,85,50,45,70,45,56,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL
38,30,18,38,36,36,37,D,D,D,1,1,D,1
108,86,90,85,69,66,87,2,1,2,PASS,PASS,D,2
69,55,75,54,35,47,86,1,PASS,1,2,2,2,2
77,61,46,80,52,55,50,1,1,1,1,1,D,1
103,82,75,60,83,70,92,1,PASS,PASS,PASS,PASS,1,2
96,76,37,44,39,38,60,D,D,D,D,2,D,D   
118,94,85,95,85,52,99,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL
44,35,14,6,35,36,35,2,PASS,PASS,2,PASS,1,PASS
64,51,30,32,51,43,65,PASS,PASS,PASS,PASS,PASS,2,PASS
56,44,40,30,35,31,52,PASS,1,1,1,2,1,1
62,49,60,80,73,55,72,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL
44,35,35,35,9,24,35,PASS,1,2,PASS,2,D,2
61,48,67,54,35,59,85,2,PASS,1,2,2,1,2
67,53,40,66,53,50,66,FAIL,FAIL,PASS,FAIL,FAIL,2,FAIL
27,21,15,35,6,14,50,1,1,1,1,2,D,1
99,79,69,76,74,52,85,D,1,1,1,1,1,1
116,92,79,83,83,60,78,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL
22,17,17,18,30,30,35,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL
45,36,8,37,43,9,38,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
10,8,14,9,9,20,20,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
17,13,11,17,17,26,39,1,PASS,PASS,PASS,PASS,1,PASS
90,72,30,36,30,38,81,PASS,PASS,PASS,2,PASS,PASS,PASS
38,30,30,35,56,31,46,1,PASS,2,2,PASS,D,2
79,63,45,50,53,46,85,PASS,PASS,PASS,2,2,2,PASS
44,35,46,41,52,53,52,PASS,PASS,PASS,2,PASS,2,PASS
56,44,30,43,54,42,50,FAIL,PASS,PASS,PASS,FAIL,2,FAIL
26,20,35,35,30,21,55,PASS,PASS,PASS,PASS,PASS,PASS,PASS
38,30,49,30,36,30,40,D,D,1,1,D,1,1
121,96,93,82,62,88,80,1,PASS,PASS,2,PASS,PASS,PASS
84,67,30,30,53,45,45,1,FAIL,1,PASS,PASS,1,FAIL
84,67,12,61,35,44,72,1,PASS,PASS,2,2,2,2
77,61,40,36,56,56,58,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
26,20,35,35,23,26,43,1,PASS,1,2,PASS,1,2
77,61,43,60,50,47,63,D,PASS,2,1,D,D,1
113,90,35,56,67,85,93,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL
26,20,35,35,17,35,44,D,1,1,1,2,D,1
110,88,66,81,71,54,91,1,1,1,1,1,D,1
95,76,61,67,76,63,91,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
6,4,15,13,8,13,8,D,1,PASS,PASS,1,2,1
119,95,80,43,42,72,54,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL
1,0,6,37,22,24,43,FAIL,FAIL,FAIL,2,FAIL,PASS,FAIL
24,19,10,17,54,21,40,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
16,12,35,35,30,23,44,FAIL,1,2,FAIL,PASS,1,FAIL
24,19,60,50,24,36,60,PASS,PASS,PASS,2,2,1,PASS
61,48,35,35,55,58,60,D,1,D,1,PASS,1,1
111,88,77,92,67,41,73,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL
44,35,36,35,48,14,18,D,D,1,1,1,1,1
108,86,92,81,75,60,81,PASS,D,2,PASS,1,D,1
38,30,95,53,49,75,93,1,1,D,1,2,1,1
100,80,78,87,60,55,79,1,D,1,1,2,1,1
81,64,88,79,68,57,73,2,PASS,PASS,PASS,PASS,1,PASS
72,57,30,43,46,45,63,1,1,1,2,1,D,1
104,83,74,60,50,61,87,PASS,PASS,PASS,PASS,PASS,2,PASS
57,45,42,41,37,46,55,1,PASS,1,PASS,PASS,2,PASS
86,68,30,60,43,30,53,1,1,2,D,2,D,1
75,60,66,56,89,52,98,2,PASS,PASS,PASS,1,PASS,PASS
71,56,36,30,39,63,35,PASS,PASS,PASS,2,PASS,1,PASS
51,40,35,30,53,30,65,D,D,D,1,1,D,D   
115,92,88,96,83,70,93,PASS,PASS,PASS,PASS,PASS,1,PASS
44,35,37,30,39,30,60,1,1,2,PASS,PASS,1,1
78,62,72,53,44,49,81,1,PASS,PASS,PASS,PASS,1,PASS
81,64,35,47,30,43,70,1,1,1,1,2,1,1
103,82,70,60,65,53,80,D,PASS,1,1,PASS,1,1
114,91,35,77,76,32,69,2,2,PASS,1,PASS,1,PASS
69,55,51,30,62,35,60,PASS,PASS,PASS,2,PASS,1,PASS
51,40,40,30,55,42,65,2,FAIL,FAIL,FAIL,FAIL,1,FAIL
64,51,11,18,18,16,62,1,1,PASS,2,PASS,1,2
87,69,65,35,50,42,72,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
55,44,39,30,30,42,49,2,PASS,2,PASS,2,D,2
68,54,45,50,36,55,89,PASS,PASS,PASS,PASS,PASS,PASS,PASS
45,36,36,35,35,37,39,1,PASS,PASS,PASS,PASS,1,PASS
85,68,40,30,30,45,60,PASS,2,PASS,PASS,PASS,1,PASS
59,47,51,30,30,37,78,1,PASS,PASS,2,2,2,2
100,80,30,40,56,50,50,PASS,1,FAIL,2,1,1,1
62,49,83,0,55,70,74,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL
18,14,15,35,30,35,35,1,1,PASS,PASS,2,PASS,2
86,68,81,30,42,54,47,FAIL,PASS,PASS,FAIL,FAIL,1,FAIL
11,8,35,35,22,21,72,D,1,D,2,1,D,1
112,89,80,93,51,66,89,1,PASS,PASS,PASS,PASS,1,2
92,73,46,35,44,40,64,1,PASS,PASS,2,PASS,1,2
92,73,35,45,50,35,65,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL
54,43,15,10,41,45,35,2,PASS,PASS,PASS,PASS,1,PASS
68,54,43,38,36,41,60,D,1,2,2,2,D,1
115,92,80,56,52,57,91,2,2,PASS,PASS,PASS,1,2
68,54,57,45,49,46,80,PASS,PASS,1,PASS,PASS,2,PASS
53,42,30,65,30,35,51,2,PASS,1,FAIL,FAIL,2,FAIL
71,56,35,60,13,19,53,1,D,2,1,2,1,1
76,60,90,53,82,59,62,D,2,1,1,1,D,1
122,97,59,78,63,61,92,2,PASS,1,PASS,PASS,1,2
72,57,35,68,30,49,82,1,2,1,1,PASS,2,2
96,76,52,61,60,35,56,D,1,D,1,1,D,1
111,88,82,85,74,82,90,1,PASS,PASS,PASS,PASS,1,PASS
75,60,41,35,35,30,61,D,PASS,PASS,PASS,2,1,2
120,96,30,30,35,58,60,PASS,PASS,PASS,1,PASS,1,PASS
55,44,45,30,76,31,61,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,D,1,1,1,2,D,1
109,87,78,80,67,58,90,PASS,2,1,PASS,2,1,2
58,46,50,62,36,55,69,D,D,1,1,1,1,1
112,89,85,74,65,61,84,1,1,1,PASS,PASS,1,1
105,84,80,62,47,44,73,PASS,PASS,2,PASS,PASS,1,PASS
58,46,46,50,45,44,64,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
44,35,15,12,24,22,44,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL
56,44,35,35,17,16,38,1,PASS,PASS,PASS,PASS,1,PASS
92,73,35,30,30,46,70,2,PASS,PASS,1,2,D,2
71,56,46,35,63,57,86,PASS,PASS,PASS,PASS,PASS,2,PASS
38,30,30,47,42,30,50,D,1,1,D,1,D,1
112,89,81,75,87,72,87,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
33,26,35,35,35,21,36,PASS,PASS,PASS,PASS,PASS,PASS,PASS
44,35,35,35,31,35,39,2,PASS,PASS,PASS,PASS,PASS,PASS
64,51,30,30,30,30,42,PASS,PASS,PASS,PASS,PASS,1,PASS
38,30,36,30,37,43,61,PASS,PASS,PASS,PASS,PASS,2,PASS
38,30,30,38,38,30,54,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL
33,26,35,37,16,35,39,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
5,4,12,2,5,10,7,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
25,20,9,41,13,17,23,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,FAIL,FAIL,PASS,FAIL,FAIL,2,FAIL
16,12,12,35,17,14,52,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
29,23,40,40,47,23,36,1,PASS,1,1,PASS,1,1
96,76,45,60,64,43,75,PASS,PASS,1,PASS,PASS,2,PASS
45,36,38,60,42,41,55,D,D,D,1,1,D,D   
112,89,91,90,70,81,92,1,2,2,2,2,D,1
106,84,57,51,56,56,90,PASS,PASS,PASS,PASS,PASS,PASS,PASS
61,48,30,30,30,31,42,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL
31,24,6,35,37,35,45,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,43,30,30,47,41,36,2,PASS,PASS,PASS,2,1,2
73,58,31,36,47,50,84,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL
59,47,6,4,36,19,42,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
31,24,35,35,30,19,35,1,PASS,PASS,PASS,PASS,1,2
80,64,35,46,37,46,76,1,1,1,PASS,PASS,1,1
106,84,63,83,43,47,80,1,2,1,1,1,1,1
103,82,50,66,66,64,72,1,D,D,1,1,D,1
105,84,93,86,71,61,86,1,PASS,1,1,PASS,1,1
95,76,44,76,60,46,64,2,PASS,2,PASS,PASS,1,PASS
65,52,30,50,30,35,60,PASS,1,FAIL,PASS,PASS,PASS,PASS
47,37,60,0,40,42,42,PASS,PASS,PASS,PASS,2,2,PASS
55,44,40,47,36,51,56,D,D,1,1,2,1,1
113,90,89,65,70,50,74,PASS,PASS,2,2,PASS,2,PASS
46,36,30,50,50,30,54,D,1,1,D,1,1,1
113,90,72,83,91,80,81,PASS,PASS,PASS,PASS,PASS,2,PASS
56,44,46,37,30,30,55,PASS,PASS,PASS,PASS,PASS,1,PASS
53,42,30,30,35,35,68,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL
31,24,10,12,30,11,30,1,PASS,2,PASS,2,1,1
98,78,48,52,41,56,80,PASS,PASS,PASS,PASS,PASS,1,PASS
56,44,42,30,40,37,74,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL
5,4,36,35,20,13,25,1,1,2,2,2,2,1
103,82,63,52,54,56,55,1,1,PASS,1,PASS,1,2
95,76,60,45,63,47,64,1,D,1,1,2,D,1
92,73,97,69,77,50,87,PASS,2,PASS,1,PASS,PASS,PASS
59,47,52,35,63,30,45,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
21,16,35,35,20,26,35,FAIL,1,2,FAIL,PASS,1,FAIL
28,22,61,50,17,43,63,D,D,D,D,D,D,D   
117,93,88,97,86,85,89,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,1,2,PASS,1,1,1,1
95,76,54,46,63,61,82,PASS,PASS,2,PASS,PASS,1,PASS
60,48,30,50,35,41,81,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL
61,48,41,35,14,43,35,PASS,PASS,PASS,PASS,PASS,PASS,PASS
55,44,38,45,42,42,39,FAIL,PASS,PASS,2,2,2,FAIL
0,0,35,44,50,54,51,PASS,PASS,1,PASS,FAIL,1,FAIL
55,44,37,61,30,14,71,PASS,D,D,2,1,1,1
54,43,95,88,55,65,75,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL
19,15,4,35,35,32,37,2,1,2,PASS,1,1,2
66,52,62,52,45,65,80,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL
44,35,35,35,20,23,40,PASS,PASS,PASS,PASS,PASS,1,PASS
61,48,30,45,30,45,77,PASS,1,2,PASS,2,1,2
50,40,65,51,42,54,61,PASS,PASS,PASS,PASS,2,2,PASS
44,35,30,30,46,56,56,FAIL,PASS,FAIL,PASS,FAIL,1,FAIL
20,16,40,17,30,26,65,1,PASS,2,PASS,PASS,1,PASS
85,68,30,54,35,40,60,D,D,1,D,D,D,D   
119,95,86,78,93,86,92,1,PASS,2,PASS,PASS,PASS,PASS
75,60,30,55,43,38,35,PASS,PASS,PASS,PASS,PASS,2,PASS
40,32,30,41,40,30,55,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL
9,7,10,35,11,11,35,1,1,1,D,1,D,1
105,84,74,60,86,60,92,D,D,D,1,1,D,1
108,86,93,89,79,72,90,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
13,10,16,18,19,21,30,1,PASS,2,PASS,PASS,1,2
84,67,36,53,37,36,77,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL
2,1,12,8,35,3,24,1,PASS,1,PASS,PASS,D,2
87,69,35,60,35,48,89,D,1,2,1,1,1,1
118,94,70,57,60,64,67,1,2,2,D,2,1,1
78,62,55,55,91,52,71,1,2,PASS,PASS,PASS,1,2
102,81,50,40,45,48,74,PASS,PASS,PASS,PASS,PASS,2,PASS
44,35,30,30,40,30,52,PASS,PASS,PASS,PASS,PASS,PASS,PASS
57,45,30,35,36,35,49,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
