L1_MARKS_CORRECTED,L2_MARKS_CORRECTED,L3_MARKS_CORRECTED,S1_MARKS_CORRECTED,S2_MARKS_CORRECTED,S3_MARKS_CORRECTED,TOTAL_MARKS,NRC_RESULT
66,38,65,48,45,62,324,P
8,35,42,39,39,37,200,F
N\A,N\A,N\A,N\A,0,N\A,0,F
97,76,66,77,59,84,459,P
44,35,35,36,30,75,255,P
51,41,60,59,43,66,320,P
14,35,13,15,30,24,131,F
38,35,35,36,30,45,219,P
68,43,43,35,36,35,260,P
70,42,48,44,43,50,297,P
110,68,78,74,59,90,479,P
6,N\A,N\A,N\A,0,N\A,6,F
94,53,52,67,36,50,352,P
38,35,35,35,23,43,209,F
106,85,65,71,60,86,473,P
80,59,62,65,64,85,415,P
73,57,45,50,53,93,371,P
58,48,51,51,40,71,319,P
69,35,55,46,32,76,313,P
109,76,67,75,50,65,442,P
97,52,90,60,65,74,438,P
62,40,76,52,45,52,327,P
17,14,18,38,12,30,129,F
16,7,14,20,12,30,99,F
77,36,30,49,51,70,313,P
73,35,40,42,42,53,285,P
81,50,41,61,36,47,316,P
39,35,30,46,36,40,226,P
76,67,55,78,59,90,425,P
54,49,47,37,30,57,274,P
92,35,14,36,17,35,229,F
45,37,35,22,21,49,209,F
44,30,45,45,47,62,273,P
109,52,80,60,42,87,430,P
2,1,2,3,1,38,47,F
119,39,46,55,43,69,371,P
87,30,47,49,37,36,286,P
16,7,35,22,13,36,129,F
120,70,66,98,88,96,538,P
107,82,85,79,58,91,502,P
57,45,39,24,19,50,234,F
47,30,40,39,36,49,241,P
67,30,65,56,64,89,371,P
77,35,40,74,37,74,337,P
44,35,35,20,19,35,188,F
101,40,81,68,39,78,407,P
74,70,86,76,47,80,433,P
60,56,65,77,58,65,381,P
72,30,46,35,35,72,290,P
N\A,N\A,N\A,N\A,0,N\A,0,F
91,35,35,43,38,44,286,P
8,5,5,14,6,30,68,F
20,35,50,16,22,35,178,F
44,13,40,35,11,45,188,F
91,36,63,43,36,50,319,P
90,36,58,39,50,55,328,P
49,42,38,72,30,57,288,P
44,30,30,63,35,35,237,P
71,76,75,61,41,53,377,P
7,11,6,12,14,14,64,F
44,35,19,35,22,38,193,F
111,62,86,47,80,94,480,P
81,30,61,41,51,54,318,P
120,87,83,95,87,87,559,P
115,71,73,63,46,78,446,P
83,30,30,35,36,38,252,P
N\A,N\A,N\A,N\A,0,N\A,0,F
114,53,43,62,40,44,356,P
N\A,35,35,43,40,35,188,F
28,14,19,7,15,37,120,F
65,49,41,51,42,67,315,P
52,51,51,54,37,58,303,P
64,63,53,43,53,66,342,P
44,30,53,35,39,42,243,P
77,45,46,69,43,70,350,P
103,91,80,85,53,84,496,P
55,45,55,40,37,86,318,P
51,30,38,45,30,49,243,P
46,35,12,36,21,26,176,F
77,35,7,38,35,36,228,F
55,35,35,30,30,35,220,P
90,38,35,36,35,55,289,P
102,30,36,47,55,54,324,P
38,43,46,35,7,47,216,F
13,35,35,7,12,14,116,F
N\A,N\A,N\A,N\A,0,N\A,0,F
75,35,36,30,30,68,274,P
9,12,5,18,21,15,80,F
111,68,90,66,54,83,472,P
38,30,71,55,55,56,305,P
14,10,35,37,16,13,125,F
52,51,35,47,48,44,277,P
114,88,90,72,63,87,514,P
50,55,60,46,35,53,299,P
83,35,59,47,39,46,309,P
69,56,45,38,40,70,318,P
46,12,35,45,35,35,208,F
72,50,43,78,35,81,359,P
109,83,87,74,65,81,499,P
68,67,71,65,56,65,392,P
61,45,35,49,49,81,320,P
54,30,30,37,35,40,226,P
70,41,30,47,39,67,294,P
64,30,30,54,36,35,249,P
110,30,35,55,48,75,353,P
98,69,50,54,49,64,384,P
100,46,75,78,54,74,427,P
93,56,61,58,46,71,385,P
53,30,30,35,30,69,247,P
14,18,35,8,8,52,135,F
66,36,60,44,35,44,285,P
11,44,14,54,21,30,174,F
54,55,76,84,48,72,389,P
88,52,76,65,55,72,408,P
13,37,46,30,35,30,191,F
48,54,54,44,51,75,326,P
123,90,95,81,63,89,541,P
38,60,46,59,30,73,306,P
110,94,97,90,89,92,572,P
62,63,53,52,44,64,338,P
13,35,35,56,24,40,203,F
54,30,61,30,30,49,254,P
45,41,30,30,46,61,253,P
58,40,30,45,35,48,256,P
85,68,77,48,41,67,386,P
5,42,35,7,10,5,104,F
115,36,30,39,38,47,305,P
69,35,37,36,44,61,282,P
45,55,30,48,31,61,270,P
53,52,46,71,47,50,319,P
46,42,60,79,35,81,343,P
100,46,35,55,44,55,335,P
53,35,54,54,53,40,289,P
38,61,51,37,35,69,291,P
59,41,30,30,42,71,273,P
62,30,35,40,37,51,255,P
59,30,30,36,30,47,232,P
92,67,68,69,69,86,451,P
109,35,45,53,50,57,349,P
57,35,13,44,26,23,198,F
122,52,65,54,59,76,428,P
10,12,35,15,19,21,112,F
22,35,35,43,38,51,224,F
61,39,62,41,51,65,319,P
44,40,39,24,18,21,186,F
8,35,38,35,48,54,218,F
121,83,75,62,68,78,487,P
52,57,35,41,35,70,290,P
83,56,64,53,53,84,393,P
94,80,76,49,54,67,420,P
47,36,42,41,39,41,246,P
85,92,85,65,67,80,474,P
62,36,66,58,48,49,319,P
93,54,50,51,46,50,344,P
2,2,1,5,4,39,53,F
3,6,10,37,10,35,101,F
108,86,93,90,68,94,539,P
105,41,30,51,61,60,348,P
87,30,30,36,41,43,267,P
92,71,71,63,57,70,424,P
25,35,35,30,31,21,177,F
79,70,53,52,58,75,387,P
44,30,50,52,30,67,273,P
118,75,80,65,68,92,498,P
105,51,58,59,52,83,408,P
45,35,30,37,41,65,253,P
100,65,65,35,60,59,384,P
N\A,N\A,N\A,N\A,0,N\A,0,F
50,35,36,35,4,18,178,F
56,37,35,40,41,53,262,P
49,35,35,50,50,35,254,P
44,30,41,37,31,43,226,P
77,50,60,40,41,52,320,P
N\A,N\A,N\A,N\A,0,N\A,0,F
85,68,58,72,48,75,406,P
100,64,80,62,62,73,441,P
66,30,72,36,46,76,326,P
73,30,58,36,49,61,307,P
92,39,56,42,44,36,309,P
107,90,96,94,78,81,546,P
44,35,36,42,44,44,245,P
97,40,75,72,45,74,403,P
108,83,89,76,64,97,517,P
54,40,51,37,30,80,292,P
111,80,78,71,77,71,488,P
116,50,77,64,43,72,422,P
N\A,N\A,N\A,N\A,0,N\A,0,F
60,55,30,57,38,46,286,P
65,50,52,45,45,50,307,P
111,64,66,41,58,62,402,P
100,53,75,41,42,71,382,P
3,17,18,1,10,17,66,F
100,40,64,49,45,72,370,P
22,35,35,40,30,20,182,F
95,68,77,83,51,85,459,P
10,7,13,43,41,35,149,F
106,69,73,70,51,71,440,P
61,42,37,39,35,48,262,P
38,43,52,45,30,57,265,P
55,30,31,35,35,41,227,P
50,41,35,59,41,36,262,P
17,12,35,25,24,30,143,F
38,37,42,58,35,64,274,P
84,43,84,64,56,91,422,P
56,7,14,9,36,35,157,F
85,67,57,49,63,60,381,P
7,35,7,9,9,9,76,F
112,90,85,99,74,80,540,P
72,47,63,54,42,48,326,P
100,67,85,56,49,67,424,P
29,35,35,40,21,35,195,F
62,41,90,51,47,64,355,P
121,71,94,57,56,95,494,P
81,52,68,47,53,54,355,P
44,36,46,40,43,46,255,P
N\A,N\A,N\A,N\A,0,N\A,0,F
44,10,35,39,63,57,248,F
100,62,80,80,46,58,426,P
122,73,96,88,79,89,547,P
108,84,85,77,49,77,480,P
98,30,30,45,40,50,293,P
38,30,43,52,31,37,231,P
54,30,30,35,35,48,232,P
27,35,40,25,30,42,199,F
39,10,16,35,39,37,176,F
102,95,92,86,83,86,544,P
93,38,75,60,46,66,378,P
66,30,72,61,42,30,301,P
50,35,46,50,48,61,290,P
38,35,35,17,38,31,194,F
65,44,76,70,47,75,377,P
8,15,15,30,16,13,97,F
115,76,77,81,74,86,509,P
45,44,38,63,36,40,266,P
49,30,50,46,53,50,278,P
107,82,85,76,64,76,490,P
66,57,61,49,46,63,342,P
51,7,17,6,11,15,107,F
62,72,35,67,45,58,339,P
71,35,66,67,51,48,338,P
24,36,40,45,21,36,202,F
23,48,35,40,30,21,197,F
38,48,37,48,38,48,257,P
24,35,64,44,18,38,223,F
109,98,95,82,80,94,558,P
88,65,82,60,43,81,419,P
48,30,53,40,30,35,236,P
44,36,41,30,30,64,245,P
81,40,60,30,30,35,276,P
50,43,35,35,38,37,238,P
N\A,N\A,N\A,N\A,0,N\A,0,F
98,53,61,69,40,81,402,P
38,30,43,38,43,58,250,P
38,30,50,35,35,55,243,P
92,42,43,44,43,54,318,P
44,8,35,35,18,46,186,F
44,30,66,30,30,59,259,P
46,38,50,37,30,45,246,P
N\A,N\A,N\A,N\A,0,N\A,0,F
59,54,57,66,56,73,365,P
55,35,56,49,37,60,292,P
70,37,65,66,49,60,347,P
38,30,30,30,30,61,219,P
67,49,62,65,58,71,372,P
63,30,72,47,48,56,316,P
56,35,47,10,26,42,216,F
22,10,35,14,24,35,140,F
77,62,42,64,59,91,395,P
45,35,30,40,30,55,235,P
106,41,80,69,54,83,433,P
52,35,10,39,38,42,216,F
79,30,67,66,45,56,343,P
88,65,79,95,71,66,464,P
108,81,38,40,47,56,370,P
96,50,78,84,51,73,432,P
89,47,83,50,44,50,363,P
122,97,98,95,95,96,603,P
75,35,35,37,35,47,264,P
63,30,50,46,42,58,289,P
105,70,67,62,72,96,472,P
97,90,85,70,47,81,470,P
N\A,N\A,N\A,N\A,0,N\A,0,F
53,30,40,39,41,51,254,P
44,36,48,35,40,30,233,P
44,30,30,36,48,41,229,P
11,12,11,7,13,19,73,F
25,8,35,17,15,35,135,F
55,36,30,35,44,39,239,P
87,57,80,58,52,65,399,P
44,35,35,39,30,39,222,P
44,14,43,44,35,50,230,F
N\A,N\A,N\A,N\A,0,N\A,0,F
38,30,35,41,42,52,238,P
83,95,82,64,49,38,411,P
58,35,39,30,35,71,268,P
48,35,48,43,42,52,268,P
55,35,42,44,37,46,259,P
62,70,35,63,30,61,321,P
12,19,35,30,35,19,150,F
44,30,36,30,36,43,219,P
14,35,14,30,19,35,147,F
105,50,35,46,49,68,353,P
94,30,36,38,56,55,309,P
52,8,35,18,35,64,212,F
62,32,58,47,51,52,302,P
12,11,7,30,9,31,100,F
113,93,83,75,59,91,514,P
89,42,76,66,55,73,401,P
54,35,35,35,38,30,227,P
25,12,35,44,35,36,187,F
34,13,12,35,25,18,137,F
38,30,35,53,38,35,229,P
79,35,50,48,47,58,317,P
61,35,64,52,48,39,299,P
44,17,37,16,19,42,175,F
118,80,98,90,91,81,558,P
66,30,43,30,45,65,279,P
57,10,35,24,15,45,186,F
25,35,36,38,35,35,204,F
54,38,38,45,44,43,262,P
78,31,45,41,40,49,284,P
74,53,55,41,35,53,311,P
38,35,43,35,30,64,245,P
108,78,86,66,78,74,490,P
11,35,9,22,9,8,94,F
82,30,39,37,40,63,291,P
55,52,30,56,56,81,330,P
96,45,87,70,64,89,451,P
11,5,12,11,8,6,53,F
85,41,70,46,71,73,386,P
50,30,40,37,48,36,241,P
44,16,35,35,18,30,178,F
61,35,45,51,48,49,289,P
91,66,76,81,75,63,452,P
24,13,36,26,35,30,164,F
100,50,70,69,67,81,437,P
16,14,35,38,35,61,199,F
78,35,40,44,35,35,267,P
7,35,35,22,16,14,129,F
25,17,35,30,30,22,159,F
91,42,56,58,63,71,381,P
94,52,45,65,41,70,367,P
17,17,19,30,22,35,140,F
N\A,N\A,N\A,N\A,0,N\A,0,F
84,40,38,56,58,52,328,P
102,66,75,58,59,74,434,P
63,30,30,35,46,41,245,P
7,12,36,17,0,22,94,F
38,35,38,41,26,30,208,F
40,47,37,35,30,42,231,P
84,77,85,78,46,68,438,P
74,39,35,63,52,52,315,P
89,37,86,62,62,77,413,P
44,30,35,30,37,47,223,P
62,10,35,20,25,35,187,F
63,30,30,31,35,82,271,P
60,48,48,68,50,75,349,P
13,15,40,30,21,37,156,F
61,35,35,31,14,35,211,F
77,44,48,47,54,64,334,P
59,45,76,42,54,78,354,P
20,35,35,19,20,37,166,F
68,41,51,51,40,63,314,P
44,36,35,40,35,35,225,P
98,30,78,43,60,62,371,P
110,77,71,94,82,64,498,P
55,30,35,39,45,40,244,P
38,40,40,50,30,43,241,P
65,30,35,60,35,58,283,P
84,36,45,44,39,52,300,P
67,30,38,40,39,63,277,P
64,35,51,42,43,53,288,P
22,18,35,16,12,23,126,F
61,35,50,38,39,37,260,P
101,65,75,78,73,93,485,P
89,36,51,60,56,66,358,P
61,36,43,32,30,59,261,P
27,19,35,16,18,42,157,F
38,30,39,58,41,44,250,P
50,30,53,51,52,46,282,P
28,35,35,23,30,38,189,F
101,45,75,39,42,55,357,P
98,63,77,51,67,82,438,P
56,30,37,40,41,36,240,P
86,52,37,49,43,81,348,P
48,30,30,37,30,47,222,P
69,38,41,37,41,45,271,P
12,19,36,25,21,18,131,F
12,35,35,17,35,30,164,F
N\A,N\A,N\A,N\A,0,N\A,0,F
92,35,56,55,48,62,348,P
48,35,35,35,30,37,220,P
100,53,55,64,70,82,424,P
69,45,63,46,51,58,332,P
54,30,37,30,36,55,242,P
68,38,48,43,30,68,295,P
53,49,40,44,57,35,278,P
62,13,35,30,39,35,214,F
14,5,11,18,30,21,99,F
46,39,15,12,35,23,170,F
46,11,35,31,26,44,193,F
102,70,57,47,56,74,406,P
84,38,45,48,51,53,319,P
48,17,35,24,20,30,174,F
23,5,35,18,21,30,132,F
53,30,37,62,30,37,249,P
45,36,62,37,49,58,287,P
81,57,53,70,56,52,369,P
29,17,12,30,30,17,135,F
8,13,40,36,36,45,178,F
31,35,35,35,22,17,175,F
30,15,35,32,16,40,168,F
93,42,50,46,52,54,337,P
23,16,36,16,35,42,168,F
96,43,63,59,60,62,383,P
44,10,35,15,52,41,197,F
50,30,42,36,36,47,241,P
104,30,37,41,55,73,340,P
85,30,40,40,46,59,300,P
107,30,47,59,42,45,330,P
18,35,35,35,36,35,194,F
66,35,40,48,38,55,282,P
38,30,37,36,41,43,225,P
86,35,80,50,54,60,365,P
112,30,92,35,50,73,392,P
51,30,40,30,36,37,224,P
10,14,39,30,35,35,163,F
17,7,39,38,23,35,159,F
64,30,35,35,51,43,258,P
56,30,52,45,53,42,278,P
111,73,85,74,70,91,504,P
116,60,81,83,69,96,505,P
25,19,37,30,23,30,164,F
9,11,7,20,9,15,71,F
70,31,30,39,46,50,266,P
87,61,45,68,52,60,373,P
N\A,N\A,N\A,N\A,0,N\A,0,F
75,40,68,30,47,46,306,P
103,42,70,53,47,83,398,P
1,4,4,7,12,13,41,F
85,39,42,43,54,53,316,P
102,35,66,66,64,70,403,P
46,14,40,47,38,57,242,F
108,56,57,82,66,89,458,P
44,30,41,36,39,38,228,P
56,30,40,37,30,40,233,P
22,17,35,25,30,16,145,F
25,13,36,30,36,30,170,F
112,50,62,73,61,84,442,P
63,37,30,60,43,47,280,P
28,9,35,20,16,22,130,F
44,35,35,37,48,35,234,P
17,7,13,15,7,15,74,F
7,12,35,19,14,30,117,F
97,39,43,35,58,68,340,P
38,30,39,47,40,35,229,P
22,19,15,30,24,30,140,F
12,35,35,21,22,16,141,F
50,36,35,35,39,50,245,P
67,41,38,45,55,92,338,P
47,42,35,39,35,51,249,P
7,7,16,24,9,30,93,F
44,30,60,31,35,70,270,P
48,36,45,43,44,52,268,P
63,52,42,47,56,74,334,P
6,11,18,22,18,20,95,F
69,35,41,45,58,74,322,P
11,9,19,31,18,30,118,F
97,54,65,52,68,83,419,P
105,71,77,78,68,91,490,P
44,40,42,41,41,62,270,P
57,30,56,37,43,50,273,P
103,50,77,43,65,81,419,P
60,42,40,60,50,65,317,P
80,30,52,52,47,47,308,P
61,41,35,58,48,67,310,P
25,35,35,30,30,30,185,F
110,76,74,82,73,89,504,P
85,30,56,49,79,82,381,P
51,11,37,22,21,52,194,F
62,30,39,30,36,44,241,P
66,10,35,23,21,24,179,F
115,37,86,45,45,80,408,P
83,31,64,50,55,44,327,P
48,42,46,57,35,35,263,P
72,33,48,46,48,57,304,P
93,70,87,71,53,86,460,P
12,13,12,39,20,22,118,F
46,30,37,44,38,53,248,P
93,55,65,88,72,81,454,P
57,36,57,60,51,90,351,P
25,35,16,36,25,35,172,F
79,38,35,N\A,63,44,259,F
19,10,35,21,24,30,139,F
96,58,65,35,44,40,338,P
63,32,40,40,30,44,249,P
103,68,84,78,66,75,474,P
18,14,35,19,23,30,139,F
16,15,39,23,30,22,145,F
18,35,35,31,17,16,152,F
26,35,35,19,22,23,160,F
18,35,35,31,36,36,191,F
103,61,69,73,69,96,471,P
38,41,46,63,39,48,275,P
34,6,42,21,30,35,168,F
82,35,37,58,55,80,347,P
53,40,63,31,30,41,258,P
115,64,50,78,82,87,476,P
73,35,44,30,38,55,275,P
57,35,35,30,25,30,212,F
100,82,80,59,49,59,429,P
65,44,73,43,54,62,341,P
38,35,30,43,31,42,219,P
83,47,61,66,54,67,378,P
73,30,46,43,50,63,305,P
120,74,72,63,64,73,466,P
38,35,30,56,43,40,242,P
38,18,35,30,26,35,182,F
62,68,54,36,30,30,280,P
77,50,61,40,38,36,302,P
64,35,79,46,47,55,326,P
82,92,76,64,36,91,441,P
51,31,36,50,40,42,250,P
54,30,30,30,38,60,242,P
62,30,42,41,36,40,251,P
68,35,41,43,45,52,284,P
120,83,30,61,47,88,429,P
72,35,47,36,38,47,275,P
N\A,N\A,N\A,N\A,0,N\A,0,F
30,35,35,37,21,41,199,F
112,51,46,61,56,53,379,P
74,47,52,51,47,61,332,P
121,76,90,82,68,96,533,P
57,35,60,59,45,38,294,P
13,13,35,23,15,41,140,F
55,30,44,59,35,48,271,P
96,90,94,78,55,76,489,P
70,39,62,53,50,56,330,P
15,11,6,13,10,30,85,F
56,30,79,40,40,48,293,P
14,42,51,42,30,57,236,F
76,54,45,54,63,63,355,P
92,43,44,40,60,60,339,P
80,30,31,47,44,74,306,P
94,76,62,52,51,82,417,P
52,30,30,39,35,36,222,P
55,30,46,52,57,44,284,P
38,35,41,38,35,35,222,P
52,30,50,38,30,57,257,P
96,47,78,80,71,91,463,P
59,30,42,39,40,30,240,P
38,35,42,44,30,30,219,P
78,52,56,49,58,51,344,P
100,43,74,76,54,67,414,P
81,64,68,63,58,62,396,P
20,35,35,39,30,35,194,F
65,41,48,48,48,51,301,P
61,35,70,45,43,46,300,P
20,35,35,22,20,37,169,F
4,35,35,16,30,20,140,F
90,48,93,62,51,61,405,P
66,37,58,56,30,57,304,P
38,35,42,30,30,44,219,P
61,30,70,47,57,55,320,P
54,30,36,60,54,82,316,P
64,35,38,41,13,48,239,F
62,44,58,38,56,49,307,P
95,30,58,47,43,72,345,P
44,30,53,59,37,49,272,P
21,35,50,25,31,30,192,F
106,56,70,58,52,58,400,P
27,18,35,32,41,35,188,F
90,51,48,52,46,83,370,P
65,52,50,44,49,60,320,P
68,49,41,49,40,61,308,P
88,39,79,53,50,56,365,P
22,35,35,24,35,35,186,F
44,35,35,35,38,32,219,P
88,36,70,73,43,53,363,P
20,11,35,23,12,41,142,F
54,58,60,52,48,71,343,P
2,35,5,19,39,18,118,F
28,17,46,22,23,35,171,F
80,62,74,57,57,91,421,P
44,13,35,45,49,37,223,F
97,50,60,51,57,65,380,P
59,30,40,38,48,45,260,P
104,91,93,67,71,76,502,P
46,60,60,47,37,62,312,P
86,67,55,74,56,69,407,P
55,30,30,30,40,40,225,P
38,30,35,36,35,49,223,P
108,88,96,76,52,96,516,P
80,40,68,60,38,48,334,P
85,30,78,55,45,43,336,P
67,30,44,49,44,41,275,P
68,42,75,45,54,66,350,P
80,38,53,53,35,58,317,P
10,35,16,36,13,42,152,F
74,35,13,38,43,40,243,F
78,30,36,35,31,59,269,P
119,95,90,75,83,80,542,P
50,31,30,40,45,47,243,P
100,79,45,52,50,58,384,P
109,64,63,69,60,93,458,P
82,45,60,54,43,53,337,P
73,60,47,46,57,78,361,P
44,36,42,41,47,43,253,P
115,54,88,51,36,80,424,P
107,64,91,78,64,83,487,P
44,15,35,35,35,35,199,F
115,47,87,51,51,81,432,P
88,49,45,73,39,65,359,P
45,30,30,42,30,43,220,P
91,13,40,30,40,42,256,F
102,85,81,80,55,81,484,P
66,46,45,46,54,75,332,P
16,13,35,31,42,35,172,F
81,14,43,35,36,40,249,F
44,39,37,39,57,35,251,P
46,30,35,49,48,66,274,P
62,47,57,55,61,71,353,P
57,30,35,38,38,43,241,P
56,50,44,54,56,66,326,P
101,99,88,74,80,94,536,P
57,30,43,30,30,36,226,P
90,51,54,43,42,58,338,P
106,50,37,52,50,61,356,P
45,17,8,36,12,40,158,F
100,80,71,77,72,80,480,P
53,36,35,30,43,52,249,P
108,53,30,39,40,55,325,P
38,30,30,39,43,48,228,P
38,30,36,46,35,38,223,P
38,31,50,30,35,45,229,P
78,35,42,72,57,68,352,P
62,35,35,35,13,57,237,F
105,67,60,63,60,85,440,P
72,16,11,40,52,37,228,F
93,74,85,67,77,50,446,P
69,40,38,37,40,57,281,P
50,35,35,36,36,35,227,P
58,35,47,59,43,57,299,P
101,47,55,42,62,57,364,P
44,35,35,35,38,23,210,F
116,92,93,96,83,96,576,P
92,50,40,69,58,49,358,P
77,61,58,64,47,77,384,P
75,30,47,48,50,60,310,P
109,30,50,46,49,75,359,P
54,30,43,46,36,52,261,P
54,14,35,24,16,24,167,F
79,44,36,56,49,57,321,P
49,30,40,52,36,52,259,P
N\A,N\A,N\A,N\A,0,N\A,0,F
89,80,82,69,40,82,442,P
103,75,63,30,60,78,409,P
82,37,71,30,30,37,287,P
76,46,62,76,42,60,362,P
76,54,65,58,44,55,352,P
16,8,16,35,20,35,130,F
52,17,10,25,30,51,185,F
69,30,57,49,54,53,312,P
106,75,99,70,63,72,485,P
24,35,35,44,39,22,199,F
71,40,58,56,48,48,321,P
38,35,35,36,32,53,229,P
76,45,47,49,44,62,323,P
81,30,51,44,36,30,272,P
38,39,35,37,49,36,234,P
44,35,35,45,35,44,238,P
38,19,35,30,35,42,199,F
115,55,78,51,52,78,429,P
55,30,65,51,55,56,312,P
116,93,91,99,80,96,575,P
59,87,65,70,59,48,388,P
38,30,35,48,38,38,227,P
55,30,35,41,36,41,238,P
53,30,30,35,30,68,246,P
66,36,30,31,35,50,248,P
44,30,35,35,44,42,230,P
58,45,60,43,44,43,293,P
84,47,39,45,46,76,337,P
84,52,56,70,58,96,416,P
49,30,45,37,41,51,253,P
70,45,30,43,49,57,294,P
26,35,36,39,30,40,206,F
79,47,36,50,58,52,322,P
2,2,7,14,8,12,45,F
94,42,79,79,72,74,440,P
38,35,35,20,17,35,180,F
106,54,46,65,64,45,380,P
109,60,90,67,70,81,477,P
95,35,45,65,44,61,345,P
103,72,88,85,77,78,503,P
2,14,14,10,17,13,70,F
13,14,45,30,18,15,135,F
60,35,45,46,48,78,312,P
99,64,60,91,69,59,442,P
56,30,30,35,44,52,247,P
88,63,43,74,71,81,420,P
29,35,35,23,25,38,185,F
68,30,35,30,35,30,228,P
94,80,73,41,43,77,408,P
74,64,54,55,62,72,381,P
44,37,50,58,43,44,276,P
75,80,65,58,57,70,405,P
44,46,46,38,31,30,235,P
102,51,57,45,58,72,385,P
20,35,19,30,32,18,154,F
81,30,42,46,41,64,304,P
110,30,37,58,57,60,352,P
57,30,30,45,41,60,263,P
83,45,42,39,53,49,311,P
38,43,46,51,52,72,302,P
54,30,54,31,30,48,247,P
83,55,54,65,53,57,367,P
58,19,35,13,0,50,175,F
76,57,50,53,61,84,381,P
99,68,55,71,64,76,433,P
66,36,67,46,41,49,305,P
60,77,56,63,47,63,366,P
62,40,40,35,49,49,275,P
68,14,50,30,36,45,243,F
76,52,62,47,38,35,310,P
38,35,43,30,30,35,211,F
21,35,35,35,38,35,199,F
79,35,55,58,48,68,343,P
46,67,63,53,43,50,322,P
91,40,51,52,60,60,354,P
98,88,97,68,65,81,497,P
27,13,35,44,45,39,203,F
104,67,90,51,61,71,444,P
100,45,35,42,48,46,316,P
52,30,42,43,36,59,262,P
107,90,57,64,59,67,444,P
86,14,52,66,58,87,363,F
49,35,8,36,11,35,174,F
44,30,36,30,49,35,224,P
32,13,35,47,30,58,215,F
86,45,65,39,50,50,335,P
100,47,64,39,54,84,388,P
47,39,46,35,38,61,266,P
N\A,N\A,N\A,N\A,0,N\A,0,F
21,12,13,15,40,36,137,F
110,70,76,54,60,72,442,P
78,31,41,38,48,50,286,P
38,35,41,36,35,80,265,P
50,30,30,36,36,54,236,P
56,30,35,40,35,41,237,P
27,11,40,24,32,30,164,F
50,30,35,35,45,60,255,P
9,7,13,16,21,17,83,F
84,30,40,52,58,63,327,P
70,50,40,43,55,67,325,P
14,35,13,35,21,30,148,F
68,30,54,37,35,52,276,P
44,35,35,46,44,57,261,P
11,35,35,35,20,6,142,F
47,37,51,46,48,50,279,P
33,38,35,23,30,36,195,F
56,30,67,48,36,50,287,P
79,57,52,81,49,58,376,P
97,54,54,51,52,68,376,P
38,30,50,37,36,44,235,P
26,14,35,30,30,63,198,F
50,43,50,36,36,37,252,P
116,85,61,74,82,87,505,P
85,52,67,50,59,74,387,P
98,30,67,31,37,35,298,P
10,6,35,30,8,45,134,F
68,35,65,46,32,67,313,P
99,70,76,65,82,97,489,P
88,35,50,69,49,57,348,P
69,35,30,41,45,52,272,P
77,52,41,39,51,52,312,P
117,92,99,96,86,94,584,P
69,30,36,56,45,50,286,P
74,13,13,30,24,35,189,F
55,9,35,50,46,37,232,F
100,44,58,50,75,75,402,P
61,30,35,45,52,64,287,P
111,61,77,79,63,86,477,P
63,30,30,54,44,45,266,P
102,54,95,45,57,70,423,P
88,35,46,44,48,55,316,P
26,9,16,30,22,30,133,F
61,39,62,64,51,50,327,P
66,61,45,52,50,79,353,P
24,10,9,14,20,47,124,F
13,10,35,41,25,35,159,F
110,40,76,52,52,77,407,P
84,98,80,66,56,76,460,P
71,70,76,54,40,61,372,P
13,35,36,30,16,38,168,F
38,35,30,44,42,35,224,P
82,60,55,73,67,59,396,P
106,56,80,66,57,84,449,P
96,42,65,66,65,77,411,P
61,55,35,60,54,74,339,P
98,52,56,43,44,67,360,P
54,44,43,57,35,47,280,P
75,30,50,45,72,87,359,P
52,39,35,55,36,40,257,P
N\A,6,35,21,9,30,101,F
10,16,40,18,35,24,143,F
70,53,60,50,49,76,358,P
56,30,37,43,56,53,275,P
111,81,91,86,70,90,529,P
81,40,56,36,37,41,291,P
17,18,35,24,30,19,143,F
92,35,35,36,44,41,283,P
63,30,60,35,40,42,270,P
38,35,36,35,53,59,256,P
64,36,50,60,37,66,313,P
47,35,53,31,45,42,253,P
100,44,75,53,52,77,401,P
53,45,35,46,30,51,260,P
78,40,77,67,73,92,427,P
78,58,77,71,53,66,403,P
24,40,37,35,31,35,202,F
107,97,85,69,78,84,520,P
108,35,80,73,69,76,441,P
87,77,31,45,42,60,342,P
95,92,95,79,66,74,501,P
45,30,35,31,38,51,230,P
48,35,30,35,30,58,236,P
38,30,30,36,46,57,237,P
18,15,8,25,6,12,84,F
76,60,85,54,57,79,411,P
56,30,50,57,75,55,323,P
106,48,73,68,63,85,443,P
34,11,6,37,36,30,154,F
59,37,35,37,49,59,276,P
70,30,31,30,30,52,243,P
20,35,36,8,12,30,141,F
94,73,70,72,67,85,461,P
69,14,60,44,35,35,257,F
106,75,46,60,62,96,445,P
56,37,37,35,35,43,243,P
27,35,35,18,22,35,172,F
57,42,42,59,53,73,326,P
71,30,30,56,63,71,321,P
58,47,65,35,30,45,280,P
61,35,35,35,41,43,250,P
103,48,43,55,61,62,372,P
91,57,54,70,58,68,398,P
64,53,75,68,32,50,342,P
63,43,68,63,55,50,342,P
77,11,19,35,35,36,213,F
40,30,40,38,42,68,258,P
73,53,63,58,50,64,361,P
38,30,35,41,37,40,221,P
56,19,35,18,35,22,185,F
2,3,1,8,1,13,28,F
1,6,4,12,1,16,40,F
