L1_MARKS_CORRECTED,L1_Marks_Corrected,L1_RESULT,L2_MARKS_CORRECTED,L2_RESULT,L3_MARKS_CORRECTED,L3_RESULT,S1_MARKS_CORRECTED,S1_RESULT,S2_MARKS_CORRECTED,S2_RESULT,S3_MARKS_CORRECTED,S3_RESULT,NRC_CLASS,NRC_RESULT
64,51,P,46,P,45,P,30,P,36,P,38,P,PASS,P
115,92,P,75,P,73,P,78,P,80,P,92,P,1,P
17,13,F,35,P,35,P,35,P,5,F,36,P,FAIL,F
112,89,P,50,P,58,P,52,P,50,P,57,P,1,P
67,53,P,80,P,57,P,67,P,41,P,64,P,1,P
77,61,P,30,P,93,P,63,P,39,P,67,P,2,P
93,74,P,65,P,36,P,30,P,40,P,85,P,2,P
78,62,P,38,P,47,P,30,P,30,P,71,P,PASS,P
22,17,F,56,P,40,P,30,F,30,F,58,P,FAIL,F
14,11,F,35,P,35,P,30,F,35,P,52,P,FAIL,F
44,35,P,16,F,7,F,20,F,21,F,40,P,FAIL,F
105,84,P,70,P,43,P,76,P,40,P,64,P,1,P
121,96,P,83,P,67,P,72,P,61,P,95,P,1,P
101,80,P,70,P,60,P,38,P,51,P,55,P,1,P
67,53,P,65,P,35,P,60,P,66,P,78,P,2,P
38,30,P,30,P,37,P,30,P,35,P,67,P,PASS,P
78,62,P,60,P,75,P,62,P,56,P,91,P,1,P
10,8,F,17,F,35,P,36,P,23,F,36,P,FAIL,F
89,71,P,35,P,30,P,66,P,52,P,80,P,2,P
107,85,P,50,P,45,P,70,P,45,P,56,P,2,P
38,30,F,18,F,38,P,36,P,36,P,37,P,FAIL,F
108,86,P,90,P,85,P,69,P,66,P,87,P,1,P
69,55,P,75,P,54,P,35,P,47,P,86,P,2,P
77,61,P,46,P,80,P,52,P,55,P,50,P,2,P
103,82,P,75,P,60,P,83,P,70,P,92,P,1,P
96,76,P,37,P,44,P,39,P,38,P,60,P,2,P
118,94,P,85,P,95,P,85,P,52,P,99,P,D   ,P
44,35,P,14,F,6,F,35,P,36,P,35,P,FAIL,F
64,51,P,30,P,32,P,51,P,43,P,65,P,PASS,P
56,44,P,40,P,30,P,35,P,31,P,52,P,PASS,P
62,49,P,60,P,80,P,73,P,55,P,72,P,1,P
44,35,P,35,P,35,P,9,F,24,F,35,P,FAIL,F
61,48,P,67,P,54,P,35,P,59,P,85,P,2,P
67,53,P,40,P,66,P,53,P,50,P,66,P,2,P
27,21,F,15,F,35,P,6,F,14,F,50,P,FAIL,F
99,79,P,69,P,76,P,74,P,52,P,85,P,1,P
116,92,P,79,P,83,P,83,P,60,P,78,P,1,P
22,17,F,17,F,18,F,30,F,30,F,35,P,FAIL,F
45,36,P,8,F,37,P,43,P,9,F,38,P,FAIL,F
10,8,F,14,F,9,F,9,F,20,F,20,F,FAIL,F
17,13,F,11,F,17,F,17,F,26,F,39,P,FAIL,F
90,72,P,30,P,36,P,30,P,38,P,81,P,PASS,P
38,30,P,30,P,35,P,56,P,31,P,46,P,PASS,P
79,63,P,45,P,50,P,53,P,46,P,85,P,2,P
44,35,P,46,P,41,P,52,P,53,P,52,P,PASS,P
56,44,P,30,P,43,P,54,P,42,P,50,P,PASS,P
26,20,F,35,P,35,P,30,F,21,F,55,P,FAIL,F
38,30,P,49,P,30,P,36,P,30,P,40,P,PASS,P
121,96,P,93,P,82,P,62,P,88,P,80,P,1,P
84,67,P,30,P,30,P,53,P,45,P,45,P,PASS,P
84,67,P,12,F,61,P,35,P,44,P,72,P,FAIL,F
77,61,P,40,P,36,P,56,P,56,P,58,P,2,P
26,20,F,35,P,35,P,23,F,26,F,43,P,FAIL,F
77,61,P,43,P,60,P,50,P,47,P,63,P,2,P
113,90,P,35,P,56,P,67,P,85,P,93,P,1,P
26,20,F,35,P,35,P,17,F,35,P,44,P,FAIL,F
110,88,P,66,P,81,P,71,P,54,P,91,P,1,P
95,76,P,61,P,67,P,76,P,63,P,91,P,1,P
6,4,F,15,F,13,F,8,F,13,F,8,F,FAIL,F
119,95,P,80,P,43,P,42,P,72,P,54,P,1,P
1,0,F,6,F,37,P,22,F,24,F,43,P,FAIL,F
24,19,F,10,F,17,F,54,P,21,F,40,P,FAIL,F
16,12,F,35,P,35,P,30,F,23,F,44,P,FAIL,F
24,19,F,60,P,50,P,24,F,36,P,60,P,FAIL,F
61,48,P,35,P,35,P,55,P,58,P,60,P,PASS,P
111,88,P,77,P,92,P,67,P,41,P,73,P,1,P
44,35,P,36,P,35,P,48,P,14,F,18,F,FAIL,F
108,86,P,92,P,81,P,75,P,60,P,81,P,1,P
38,30,P,95,P,53,P,49,P,75,P,93,P,1,P
100,80,P,78,P,87,P,60,P,55,P,79,P,1,P
81,64,P,88,P,79,P,68,P,57,P,73,P,1,P
72,57,P,30,P,43,P,46,P,45,P,63,P,PASS,P
104,83,P,74,P,60,P,50,P,61,P,87,P,1,P
57,45,P,42,P,41,P,37,P,46,P,55,P,PASS,P
86,68,P,30,P,60,P,43,P,30,P,53,P,PASS,P
75,60,P,66,P,56,P,89,P,52,P,98,P,1,P
71,56,P,36,P,30,P,39,P,63,P,35,P,PASS,P
51,40,P,35,P,30,P,53,P,30,P,65,P,PASS,P
115,92,P,88,P,96,P,83,P,70,P,93,P,D   ,P
44,35,P,37,P,30,P,39,P,30,P,60,P,PASS,P
78,62,P,72,P,53,P,44,P,49,P,81,P,1,P
81,64,P,35,P,47,P,30,P,43,P,70,P,PASS,P
103,82,P,70,P,60,P,65,P,53,P,80,P,1,P
114,91,P,35,P,77,P,76,P,32,P,69,P,1,P
69,55,P,51,P,30,P,62,P,35,P,60,P,PASS,P
51,40,P,40,P,30,P,55,P,42,P,65,P,PASS,P
64,51,P,11,F,18,F,18,F,16,F,62,P,FAIL,F
87,69,P,65,P,35,P,50,P,42,P,72,P,2,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
55,44,P,39,P,30,P,30,P,42,P,49,P,PASS,P
68,54,P,45,P,50,P,36,P,55,P,89,P,2,P
45,36,P,36,P,35,P,35,P,37,P,39,P,PASS,P
85,68,P,40,P,30,P,30,P,45,P,60,P,PASS,P
59,47,P,51,P,30,P,30,P,37,P,78,P,PASS,P
100,80,P,30,P,40,P,56,P,50,P,50,P,2,P
62,49,P,83,P,0,P,55,P,70,P,74,P,1,P
18,14,F,15,F,35,P,30,F,35,P,35,P,FAIL,F
86,68,P,81,P,30,P,42,P,54,P,47,P,2,P
11,8,F,35,P,35,P,22,F,21,F,72,P,FAIL,F
112,89,P,80,P,93,P,51,P,66,P,89,P,1,P
92,73,P,46,P,35,P,44,P,40,P,64,P,2,P
92,73,P,35,P,45,P,50,P,35,P,65,P,2,P
54,43,P,15,F,10,F,41,P,45,P,35,P,FAIL,F
68,54,P,43,P,38,P,36,P,41,P,60,P,PASS,P
115,92,P,80,P,56,P,52,P,57,P,91,P,1,P
68,54,P,57,P,45,P,49,P,46,P,80,P,2,P
53,42,P,30,P,65,P,30,P,35,P,51,P,PASS,P
71,56,P,35,P,60,P,13,F,19,F,53,P,FAIL,F
76,60,P,90,P,53,P,82,P,59,P,62,P,1,P
122,97,P,59,P,78,P,63,P,61,P,92,P,1,P
72,57,P,35,P,68,P,30,P,49,P,82,P,2,P
96,76,P,52,P,61,P,60,P,35,P,56,P,2,P
111,88,P,82,P,85,P,74,P,82,P,90,P,1,P
75,60,P,41,P,35,P,35,P,30,P,61,P,PASS,P
120,96,P,30,P,30,P,35,P,58,P,60,P,2,P
55,44,P,45,P,30,P,76,P,31,P,61,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
109,87,P,78,P,80,P,67,P,58,P,90,P,1,P
58,46,P,50,P,62,P,36,P,55,P,69,P,2,P
112,89,P,85,P,74,P,65,P,61,P,84,P,1,P
105,84,P,80,P,62,P,47,P,44,P,73,P,1,P
58,46,P,46,P,50,P,45,P,44,P,64,P,PASS,P
44,35,P,15,F,12,F,24,F,22,F,44,P,FAIL,F
56,44,P,35,P,35,P,17,F,16,F,38,P,FAIL,F
92,73,P,35,P,30,P,30,P,46,P,70,P,PASS,P
71,56,P,46,P,35,P,63,P,57,P,86,P,2,P
38,30,P,30,P,47,P,42,P,30,P,50,P,PASS,P
112,89,P,81,P,75,P,87,P,72,P,87,P,1,P
33,26,F,35,P,35,P,35,P,21,F,36,P,FAIL,F
44,35,P,35,P,35,P,31,P,35,P,39,P,PASS,P
64,51,P,30,P,30,P,30,P,30,P,42,P,PASS,P
38,30,P,36,P,30,P,37,P,43,P,61,P,PASS,P
38,30,P,30,P,38,P,38,P,30,P,54,P,PASS,P
33,26,F,35,P,37,P,16,F,35,P,39,P,FAIL,F
5,4,F,12,F,2,F,5,F,10,F,7,F,FAIL,F
25,20,F,9,F,41,P,13,F,17,F,23,F,FAIL,F
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
16,12,F,12,F,35,P,17,F,14,F,52,P,FAIL,F
29,23,F,40,P,40,P,47,P,23,F,36,P,FAIL,F
96,76,P,45,P,60,P,64,P,43,P,75,P,1,P
45,36,P,38,P,60,P,42,P,41,P,55,P,PASS,P
112,89,P,91,P,90,P,70,P,81,P,92,P,D   ,P
106,84,P,57,P,51,P,56,P,56,P,90,P,1,P
61,48,P,30,P,30,P,30,P,31,P,42,P,PASS,P
31,24,F,6,F,35,P,37,P,35,P,45,P,FAIL,F
54,43,P,30,P,30,P,47,P,41,P,36,P,PASS,P
73,58,P,31,P,36,P,47,P,50,P,84,P,2,P
59,47,P,6,F,4,F,36,P,19,F,42,P,FAIL,F
31,24,F,35,P,35,P,30,F,19,F,35,P,FAIL,F
80,64,P,35,P,46,P,37,P,46,P,76,P,2,P
106,84,P,63,P,83,P,43,P,47,P,80,P,1,P
103,82,P,50,P,66,P,66,P,64,P,72,P,1,P
105,84,P,93,P,86,P,71,P,61,P,86,P,1,P
95,76,P,44,P,76,P,60,P,46,P,64,P,1,P
65,52,P,30,P,50,P,30,P,35,P,60,P,PASS,P
47,37,P,60,P,0,P,40,P,42,P,42,P,PASS,P
55,44,P,40,P,47,P,36,P,51,P,56,P,PASS,P
113,90,P,89,P,65,P,70,P,50,P,74,P,1,P
46,36,P,30,P,50,P,50,P,30,P,54,P,PASS,P
113,90,P,72,P,83,P,91,P,80,P,81,P,1,P
56,44,P,46,P,37,P,30,P,30,P,55,P,PASS,P
53,42,P,30,P,30,P,35,P,35,P,68,P,PASS,P
31,24,F,10,F,12,F,30,F,11,F,30,F,FAIL,F
98,78,P,48,P,52,P,41,P,56,P,80,P,1,P
56,44,P,42,P,30,P,40,P,37,P,74,P,PASS,P
5,4,F,36,P,35,P,20,F,13,F,25,F,FAIL,F
103,82,P,63,P,52,P,54,P,56,P,55,P,1,P
95,76,P,60,P,45,P,63,P,47,P,64,P,2,P
92,73,P,97,P,69,P,77,P,50,P,87,P,1,P
59,47,P,52,P,35,P,63,P,30,P,45,P,PASS,P
21,16,F,35,P,35,P,20,F,26,F,35,P,FAIL,F
28,22,F,61,P,50,P,17,F,43,P,63,P,FAIL,F
117,93,P,88,P,97,P,86,P,85,P,89,P,D   ,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
95,76,P,54,P,46,P,63,P,61,P,82,P,1,P
60,48,P,30,P,50,P,35,P,41,P,81,P,PASS,P
61,48,P,41,P,35,P,14,F,43,P,35,P,FAIL,F
55,44,P,38,P,45,P,42,P,42,P,39,P,PASS,P
0,0,F,35,P,44,P,50,P,54,P,51,P,FAIL,F
55,44,P,37,P,61,P,30,F,14,F,71,P,FAIL,F
54,43,P,95,P,88,P,55,P,65,P,75,P,1,P
19,15,F,4,F,35,P,35,P,32,F,37,P,FAIL,F
66,52,P,62,P,52,P,45,P,65,P,80,P,2,P
44,35,P,35,P,35,P,20,F,23,F,40,P,FAIL,F
61,48,P,30,P,45,P,30,P,45,P,77,P,PASS,P
50,40,P,65,P,51,P,42,P,54,P,61,P,2,P
44,35,P,30,P,30,P,46,P,56,P,56,P,PASS,P
20,16,F,40,P,17,F,30,F,26,F,65,P,FAIL,F
85,68,P,30,P,54,P,35,P,40,P,60,P,PASS,P
119,95,P,86,P,78,P,93,P,86,P,92,P,D   ,P
75,60,P,30,P,55,P,43,P,38,P,35,P,PASS,P
40,32,P,30,P,41,P,40,P,30,P,55,P,PASS,P
9,7,F,10,F,35,P,11,F,11,F,35,P,FAIL,F
105,84,P,74,P,60,P,86,P,60,P,92,P,1,P
108,86,P,93,P,89,P,79,P,72,P,90,P,1,P
13,10,F,16,F,18,F,19,F,21,F,30,F,FAIL,F
84,67,P,36,P,53,P,37,P,36,P,77,P,2,P
2,1,F,12,F,8,F,35,P,3,F,24,F,FAIL,F
87,69,P,35,P,60,P,35,P,48,P,89,P,2,P
118,94,P,70,P,57,P,60,P,64,P,67,P,1,P
78,62,P,55,P,55,P,91,P,52,P,71,P,1,P
102,81,P,50,P,40,P,45,P,48,P,74,P,2,P
44,35,P,30,P,30,P,40,P,30,P,52,P,PASS,P
57,45,P,30,P,35,P,36,P,35,P,49,P,PASS,P
5,4,F,7,F,15,F,4,F,24,F,11,F,FAIL,F
87,69,P,84,P,57,P,74,P,54,P,91,P,1,P
38,30,P,30,P,35,P,35,P,39,P,50,P,PASS,P
107,85,P,38,P,30,P,30,P,52,P,57,P,2,P
64,51,P,36,P,40,P,36,P,46,P,84,P,PASS,P
102,81,P,36,P,60,P,44,P,43,P,63,P,2,P
121,96,P,71,P,53,P,54,P,35,P,74,P,1,P
20,16,F,35,P,35,P,35,P,37,P,40,P,FAIL,F
60,48,P,30,P,30,P,30,P,30,P,45,P,PASS,P
25,20,F,35,P,41,P,37,P,24,F,35,P,FAIL,F
90,72,P,47,P,52,P,42,P,46,P,88,P,2,P
22,17,F,35,P,35,P,35,P,20,F,42,P,FAIL,F
67,53,P,65,P,61,P,30,P,49,P,60,P,2,P
44,35,P,35,P,35,P,24,F,30,F,30,F,FAIL,F
97,77,P,70,P,90,P,65,P,71,P,91,P,1,P
2,1,F,N/A,A,N/A,A,N/A,A,1,F,N/A,A,FAIL,F
27,21,F,8,F,10,F,N/A,A,22,F,50,P,FAIL,F
77,61,P,30,P,55,P,35,P,36,P,60,P,PASS,P
65,52,P,60,P,55,P,67,P,53,P,62,P,2,P
53,42,P,35,P,35,P,30,P,30,P,36,P,PASS,P
93,74,P,30,P,60,P,45,P,45,P,63,P,2,P
16,12,F,66,P,50,P,38,P,38,P,42,P,FAIL,F
44,35,P,35,P,30,P,43,P,44,P,55,P,PASS,P
50,40,P,36,P,47,P,58,P,35,P,77,P,PASS,P
65,52,P,47,P,36,P,9,F,30,F,50,P,FAIL,F
46,36,P,36,P,35,P,38,P,40,P,55,P,PASS,P
88,70,P,36,P,35,P,55,P,58,P,60,P,2,P
79,63,P,35,P,51,P,36,P,53,P,80,P,2,P
38,30,P,35,P,45,P,42,P,35,P,36,P,PASS,P
80,64,P,15,F,67,P,20,F,21,F,38,P,FAIL,F
38,30,P,40,P,40,P,36,P,40,P,45,P,PASS,P
98,78,P,38,P,63,P,35,P,35,P,84,P,2,P
54,43,P,57,P,30,P,53,P,30,P,50,P,PASS,P
94,75,P,30,P,67,P,30,P,43,P,76,P,2,P
84,67,P,45,P,64,P,65,P,59,P,71,P,1,P
16,12,F,36,P,35,P,41,P,31,F,44,P,FAIL,F
48,38,P,35,P,35,P,30,P,30,P,48,P,PASS,P
46,36,P,46,P,36,P,53,P,35,P,50,P,PASS,P
64,51,P,85,P,85,P,53,P,43,P,57,P,1,P
48,38,P,43,P,40,P,30,P,30,P,36,P,PASS,P
45,36,P,57,P,35,P,16,F,18,F,40,P,FAIL,F
112,89,P,41,P,94,P,36,P,47,P,74,P,1,P
85,68,P,67,P,92,P,67,P,59,P,80,P,1,P
70,56,P,42,P,45,P,60,P,57,P,73,P,2,P
110,88,P,38,P,35,P,47,P,39,P,44,P,2,P
105,84,P,35,P,35,P,38,P,31,P,72,P,2,P
121,96,P,60,P,85,P,96,P,72,P,86,P,1,P
124,99,P,93,P,90,P,87,P,83,P,95,P,D   ,P
75,60,P,35,P,30,P,38,P,69,P,51,P,PASS,P
104,83,P,62,P,61,P,70,P,51,P,68,P,1,P
18,14,F,6,F,39,P,37,P,36,P,36,P,FAIL,F
45,36,P,35,P,35,P,37,P,35,P,35,P,PASS,P
74,59,P,30,P,38,P,44,P,30,P,57,P,PASS,P
80,64,P,30,P,32,P,35,P,41,P,67,P,PASS,P
51,40,P,72,P,55,P,30,P,48,P,90,P,2,P
75,60,P,37,P,78,P,45,P,43,P,73,P,2,P
56,44,P,52,P,41,P,30,P,37,P,68,P,PASS,P
82,65,P,53,P,50,P,37,P,36,P,67,P,2,P
28,22,F,15,F,35,P,13,F,7,F,36,P,FAIL,F
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
71,56,P,60,P,37,P,35,P,30,P,47,P,PASS,P
100,80,P,70,P,41,P,45,P,56,P,84,P,1,P
18,14,F,N/A,A,0,F,35,P,51,P,N/A,A,FAIL,F
76,60,P,53,P,60,P,36,P,40,P,58,P,2,P
118,94,P,64,P,75,P,71,P,56,P,85,P,1,P
108,86,P,74,P,86,P,71,P,72,P,94,P,1,P
52,41,P,35,P,38,P,37,P,35,P,1,F,FAIL,F
76,60,P,40,P,55,P,45,P,40,P,76,P,2,P
22,17,F,18,F,35,P,30,F,20,F,36,P,FAIL,F
56,44,P,43,P,35,P,35,P,50,P,42,P,PASS,P
66,52,P,18,F,36,P,13,F,30,F,35,P,FAIL,F
44,35,P,30,P,30,P,46,P,43,P,45,P,PASS,P
81,64,P,59,P,41,P,45,P,47,P,60,P,2,P
60,48,P,50,P,52,P,35,P,47,P,49,P,PASS,P
87,69,P,35,P,30,P,42,P,41,P,39,P,PASS,P
44,35,P,30,P,42,P,67,P,30,P,53,P,PASS,P
84,67,P,38,P,83,P,50,P,44,P,54,P,2,P
105,84,P,55,P,90,P,53,P,46,P,85,P,1,P
25,20,F,35,P,35,P,35,P,24,F,30,F,FAIL,F
45,36,P,84,P,82,P,66,P,45,P,61,P,1,P
45,36,P,16,F,35,P,17,F,17,F,43,P,FAIL,F
38,30,P,38,P,48,P,30,P,45,P,65,P,PASS,P
109,87,P,50,P,64,P,64,P,49,P,60,P,1,P
121,96,P,55,P,35,P,47,P,57,P,77,P,1,P
25,20,F,35,P,35,P,21,F,18,F,40,P,FAIL,F
95,76,P,75,P,46,P,35,P,71,P,93,P,1,P
88,70,P,68,P,31,P,44,P,46,P,45,P,2,P
32,25,F,40,P,35,P,16,F,17,F,44,P,FAIL,F
73,58,P,30,P,30,P,59,P,56,P,47,P,PASS,P
76,60,P,58,P,75,P,30,P,46,P,85,P,2,P
38,30,P,30,P,61,P,49,P,60,P,57,P,PASS,P
80,64,P,54,P,61,P,54,P,46,P,50,P,2,P
53,42,P,30,P,50,P,35,P,53,P,60,P,PASS,P
83,66,P,30,P,30,P,46,P,60,P,41,P,PASS,P
107,85,P,43,P,64,P,61,P,57,P,60,P,1,P
100,80,P,73,P,51,P,51,P,41,P,73,P,1,P
46,36,P,30,P,42,P,43,P,35,P,38,P,PASS,P
57,45,P,60,P,45,P,54,P,45,P,77,P,2,P
100,80,P,72,P,88,P,82,P,66,P,97,P,1,P
64,51,P,48,P,35,P,45,P,45,P,68,P,PASS,P
67,53,P,88,P,64,P,87,P,48,P,96,P,1,P
110,88,P,76,P,87,P,51,P,69,P,95,P,1,P
60,48,P,37,P,57,P,49,P,47,P,72,P,2,P
47,37,P,4,F,2,F,27,F,37,P,46,P,FAIL,F
87,69,P,36,P,51,P,56,P,46,P,68,P,2,P
101,80,P,71,P,73,P,92,P,65,P,90,P,1,P
96,76,P,39,P,35,P,44,P,45,P,57,P,2,P
119,95,P,79,P,66,P,61,P,55,P,93,P,1,P
38,30,P,54,P,67,P,35,P,41,P,76,P,PASS,P
68,54,P,30,P,35,P,30,P,35,P,48,P,PASS,P
46,36,P,30,P,35,P,44,P,30,P,66,P,PASS,P
59,47,P,40,P,30,P,52,P,53,P,35,P,PASS,P
106,84,P,58,P,63,P,47,P,56,P,72,P,1,P
19,15,F,40,P,50,P,36,P,20,F,45,P,FAIL,F
44,35,P,35,P,47,P,14,F,30,F,50,P,FAIL,F
44,35,P,30,P,35,P,44,P,36,P,45,P,PASS,P
52,41,P,39,P,36,P,44,P,30,P,44,P,PASS,P
79,63,P,30,P,57,P,58,P,47,P,52,P,2,P
54,43,P,46,P,54,P,42,P,38,P,60,P,PASS,P
58,46,P,46,P,41,P,50,P,42,P,70,P,PASS,P
58,46,P,39,P,35,P,42,P,38,P,74,P,PASS,P
88,70,P,87,P,63,P,88,P,65,P,68,P,1,P
27,21,F,13,F,35,P,5,F,36,P,38,P,FAIL,F
106,84,P,42,P,77,P,54,P,41,P,84,P,1,P
97,77,P,62,P,44,P,58,P,51,P,56,P,2,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
38,30,P,43,P,40,P,38,P,30,P,54,P,PASS,P
15,12,F,15,F,35,P,57,P,11,F,50,P,FAIL,F
66,52,P,30,P,33,P,35,P,36,P,83,P,PASS,P
80,64,P,30,P,35,P,44,P,48,P,35,P,PASS,P
77,61,P,87,P,75,P,76,P,56,P,97,P,1,P
48,38,P,19,F,35,P,35,P,17,F,35,P,FAIL,F
71,56,P,61,P,81,P,50,P,63,P,58,P,1,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
57,45,P,43,P,30,P,58,P,30,P,53,P,PASS,P
48,38,P,38,P,30,P,30,P,38,P,51,P,PASS,P
57,45,P,60,P,55,P,30,P,35,P,55,P,PASS,P
38,30,P,30,P,38,P,30,P,47,P,57,P,PASS,P
53,42,P,30,P,30,P,49,P,51,P,50,P,PASS,P
65,52,P,50,P,48,P,35,P,46,P,73,P,2,P
114,91,P,75,P,30,P,36,P,55,P,72,P,1,P
38,30,P,30,P,44,P,46,P,30,P,64,P,PASS,P
58,46,P,14,F,12,F,35,P,35,P,35,P,FAIL,F
50,40,P,45,P,50,P,30,P,30,P,35,P,PASS,P
113,90,P,95,P,88,P,79,P,65,P,80,P,1,P
70,56,P,60,P,77,P,45,P,35,P,49,P,2,P
45,36,P,35,P,50,P,9,F,35,P,35,P,FAIL,F
63,50,P,30,P,32,P,30,P,44,P,66,P,PASS,P
44,35,P,15,F,17,F,35,P,30,F,37,P,FAIL,F
52,41,P,55,P,30,P,30,P,48,P,68,P,PASS,P
8,6,F,7,F,35,P,16,F,19,F,16,F,FAIL,F
100,80,P,42,P,70,P,52,P,49,P,54,P,2,P
44,35,P,30,P,35,P,40,P,35,P,35,P,PASS,P
10,8,F,12,F,10,F,19,F,19,F,15,F,FAIL,F
44,35,P,10,F,36,P,22,F,35,P,75,P,FAIL,F
61,48,P,10,F,35,P,35,P,36,P,55,P,FAIL,F
48,38,P,35,P,57,P,37,P,30,P,30,P,PASS,P
18,14,F,35,P,35,P,40,P,35,P,43,P,FAIL,F
58,46,P,30,P,68,P,41,P,37,P,30,P,PASS,P
26,20,F,35,P,35,P,24,F,17,F,46,P,FAIL,F
70,56,P,30,P,40,P,57,P,35,P,76,P,PASS,P
88,70,P,60,P,44,P,55,P,57,P,85,P,1,P
60,48,P,60,P,67,P,60,P,40,P,59,P,2,P
68,54,P,45,P,44,P,40,P,40,P,37,P,PASS,P
76,60,P,44,P,61,P,53,P,51,P,62,P,2,P
8,6,F,5,F,7,F,7,F,5,F,9,F,FAIL,F
101,80,P,54,P,67,P,45,P,30,P,77,P,2,P
62,49,P,35,P,35,P,38,P,30,P,47,P,PASS,P
95,76,P,51,P,41,P,44,P,43,P,87,P,2,P
108,86,P,96,P,57,P,60,P,51,P,50,P,1,P
58,46,P,N/A,A,N/A,A,N/A,A,40,P,N/A,A,FAIL,F
91,72,P,43,P,82,P,52,P,53,P,94,P,1,P
87,69,P,54,P,75,P,73,P,48,P,53,P,1,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
66,52,P,72,P,30,P,36,P,50,P,90,P,2,P
8,6,F,8,F,35,P,14,F,8,F,19,F,FAIL,F
52,41,P,37,P,35,P,30,F,13,F,62,P,FAIL,F
34,27,F,35,P,35,P,30,F,25,F,43,P,FAIL,F
80,64,P,61,P,69,P,36,P,48,P,60,P,2,P
113,90,P,55,P,60,P,79,P,57,P,83,P,1,P
87,69,P,60,P,85,P,47,P,50,P,63,P,1,P
83,66,P,30,P,57,P,52,P,55,P,65,P,2,P
48,38,P,30,P,35,P,35,P,35,P,65,P,PASS,P
33,26,F,35,P,18,F,35,P,30,F,35,P,FAIL,F
80,64,P,50,P,85,P,46,P,43,P,74,P,1,P
84,67,P,40,P,50,P,54,P,56,P,80,P,2,P
83,66,P,35,P,35,P,65,P,49,P,78,P,2,P
28,22,F,12,F,18,F,19,F,12,F,43,P,FAIL,F
88,70,P,60,P,71,P,35,P,60,P,90,P,1,P
44,35,P,63,P,71,P,51,P,41,P,51,P,2,P
15,12,F,5,F,7,F,35,P,35,P,48,P,FAIL,F
86,68,P,76,P,88,P,36,P,73,P,74,P,1,P
54,43,P,35,P,30,P,30,P,36,P,35,P,PASS,P
121,96,P,95,P,96,P,96,P,95,P,99,P,D   ,P
118,94,P,82,P,83,P,91,P,70,P,89,P,D   ,P
116,92,P,91,P,88,P,93,P,85,P,90,P,D   ,P
39,31,F,35,P,35,P,21,F,22,F,60,P,FAIL,F
75,60,P,80,P,70,P,44,P,54,P,83,P,1,P
10,8,F,10,F,35,P,17,F,19,F,21,F,FAIL,F
30,24,F,46,P,36,P,38,P,22,F,66,P,FAIL,F
119,95,P,65,P,38,P,62,P,71,P,62,P,1,P
109,87,P,78,P,55,P,74,P,62,P,71,P,1,P
94,75,P,99,P,97,P,77,P,67,P,85,P,1,P
75,60,P,39,P,44,P,67,P,54,P,62,P,2,P
38,30,P,30,P,47,P,38,P,41,P,46,P,PASS,P
65,52,P,37,P,51,P,62,P,45,P,68,P,2,P
18,14,F,35,P,35,P,47,P,35,P,43,P,FAIL,F
58,46,P,30,P,60,P,30,P,35,P,56,P,PASS,P
44,35,P,17,F,35,P,21,F,17,F,45,P,FAIL,F
79,63,P,35,P,41,P,30,P,42,P,40,P,PASS,P
95,76,P,62,P,50,P,39,P,46,P,63,P,2,P
100,80,P,69,P,62,P,41,P,36,P,66,P,2,P
91,72,P,38,P,37,P,40,P,42,P,71,P,2,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
27,21,F,35,P,35,P,39,P,31,F,35,P,FAIL,F
88,70,P,35,P,44,P,62,P,46,P,57,P,2,P
16,12,F,35,P,35,P,46,P,27,F,46,P,FAIL,F
55,44,P,13,F,54,P,16,F,26,F,57,P,FAIL,F
25,20,F,8,F,16,F,9,F,18,F,19,F,FAIL,F
54,43,P,62,P,60,P,71,P,48,P,90,P,1,P
88,70,P,38,P,30,P,47,P,37,P,53,P,PASS,P
44,35,P,35,P,46,P,45,P,30,P,55,P,PASS,P
71,56,P,42,P,57,P,65,P,54,P,63,P,2,P
45,36,P,35,P,18,F,18,F,7,F,55,P,FAIL,F
63,50,P,30,P,35,P,30,P,35,P,63,P,PASS,P
44,35,P,54,P,30,P,31,P,35,P,40,P,PASS,P
19,15,F,35,P,35,P,20,F,40,P,40,P,FAIL,F
69,55,P,43,P,35,P,46,P,42,P,72,P,PASS,P
44,35,P,30,P,30,P,54,P,35,P,83,P,PASS,P
110,88,P,80,P,93,P,60,P,61,P,95,P,1,P
